Befolkning,Alder,Alternativ,År
734408,60-69 år,Høy levealder (MHM),2074
712105,70-79 år,Høy levealder (MHM),2074
967849,80 år eller eldre,Høy levealder (MHM),2074
584127,0-9 år,Høy levealder (MHM),2075
588582,10-19 år,Høy levealder (MHM),2075
1339509,20-39 år,Høy levealder (MHM),2075
1389662,40-59 år,Høy levealder (MHM),2075
733252,60-69 år,Høy levealder (MHM),2075
709580,70-79 år,Høy levealder (MHM),2075
982235,80 år eller eldre,Høy levealder (MHM),2075
583932,0-9 år,Høy levealder (MHM),2076
590402,10-19 år,Høy levealder (MHM),2076
1335064,20-39 år,Høy levealder (MHM),2076
1389413,40-59 år,Høy levealder (MHM),2076
731804,60-69 år,Høy levealder (MHM),2076
706722,70-79 år,Høy levealder (MHM),2076
996696,80 år eller eldre,Høy levealder (MHM),2076
583350,0-9 år,Høy levealder (MHM),2077
592357,10-19 år,Høy levealder (MHM),2077
1330176,20-39 år,Høy levealder (MHM),2077
1389865,40-59 år,Høy levealder (MHM),2077
728761,60-69 år,Høy levealder (MHM),2077
704824,70-79 år,Høy levealder (MHM),2077
1011414,80 år eller eldre,Høy levealder (MHM),2077
582399,0-9 år,Høy levealder (MHM),2078
594363,10-19 år,Høy levealder (MHM),2078
1325476,20-39 år,Høy levealder (MHM),2078
1392563,40-59 år,Høy levealder (MHM),2078
723705,60-69 år,Høy levealder (MHM),2078
703867,70-79 år,Høy levealder (MHM),2078
1024605,80 år eller eldre,Høy levealder (MHM),2078
581110,0-9 år,Høy levealder (MHM),2079
596322,10-19 år,Høy levealder (MHM),2079
1321026,20-39 år,Høy levealder (MHM),2079
1396635,40-59 år,Høy levealder (MHM),2079
715729,60-69 år,Høy levealder (MHM),2079
705710,70-79 år,Høy levealder (MHM),2079
1035908,80 år eller eldre,Høy levealder (MHM),2079
579541,0-9 år,Høy levealder (MHM),2080
598159,10-19 år,Høy levealder (MHM),2080
1316868,20-39 år,Høy levealder (MHM),2080
1401068,40-59 år,Høy levealder (MHM),2080
706566,60-69 år,Høy levealder (MHM),2080
707742,70-79 år,Høy levealder (MHM),2080
1047525,80 år eller eldre,Høy levealder (MHM),2080
577749,0-9 år,Høy levealder (MHM),2081
599793,10-19 år,Høy levealder (MHM),2081
1313078,20-39 år,Høy levealder (MHM),2081
1406636,40-59 år,Høy levealder (MHM),2081
697058,60-69 år,Høy levealder (MHM),2081
708937,70-79 år,Høy levealder (MHM),2081
1059147,80 år eller eldre,Høy levealder (MHM),2081
575799,0-9 år,Høy levealder (MHM),2082
601155,10-19 år,Høy levealder (MHM),2082
1309736,20-39 år,Høy levealder (MHM),2082
1409128,40-59 år,Høy levealder (MHM),2082
691890,60-69 år,Høy levealder (MHM),2082
710928,70-79 år,Høy levealder (MHM),2082
1067858,80 år eller eldre,Høy levealder (MHM),2082
573763,0-9 år,Høy levealder (MHM),2083
602192,10-19 år,Høy levealder (MHM),2083
1306894,20-39 år,Høy levealder (MHM),2083
1412709,40-59 år,Høy levealder (MHM),2083
685810,60-69 år,Høy levealder (MHM),2083
713535,70-79 år,Høy levealder (MHM),2083
1074904,80 år eller eldre,Høy levealder (MHM),2083
571710,0-9 år,Høy levealder (MHM),2084
602860,10-19 år,Høy levealder (MHM),2084
1304624,20-39 år,Høy levealder (MHM),2084
1416203,40-59 år,Høy levealder (MHM),2084
681122,60-69 år,Høy levealder (MHM),2084
713626,70-79 år,Høy levealder (MHM),2084
1082311,80 år eller eldre,Høy levealder (MHM),2084
569708,0-9 år,Høy levealder (MHM),2085
603140,10-19 år,Høy levealder (MHM),2085
1302961,20-39 år,Høy levealder (MHM),2085
1419320,40-59 år,Høy levealder (MHM),2085
676705,60-69 år,Høy levealder (MHM),2085
712992,70-79 år,Høy levealder (MHM),2085
1089651,80 år eller eldre,Høy levealder (MHM),2085
567822,0-9 år,Høy levealder (MHM),2086
603016,10-19 år,Høy levealder (MHM),2086
1301912,20-39 år,Høy levealder (MHM),2086
1421793,40-59 år,Høy levealder (MHM),2086
672900,60-69 år,Høy levealder (MHM),2086
712072,70-79 år,Høy levealder (MHM),2086
1096146,80 år eller eldre,Høy levealder (MHM),2086
566108,0-9 år,Høy levealder (MHM),2087
602504,10-19 år,Høy levealder (MHM),2087
1301489,20-39 år,Høy levealder (MHM),2087
1423415,40-59 år,Høy levealder (MHM),2087
669672,60-69 år,Høy levealder (MHM),2087
709592,70-79 år,Høy levealder (MHM),2087
1103989,80 år eller eldre,Høy levealder (MHM),2087
564614,0-9 år,Høy levealder (MHM),2088
601621,10-19 år,Høy levealder (MHM),2088
1301647,20-39 år,Høy levealder (MHM),2088
1424183,40-59 år,Høy levealder (MHM),2088
669102,60-69 år,Høy levealder (MHM),2088
705104,70-79 år,Høy levealder (MHM),2088
1111176,80 år eller eldre,Høy levealder (MHM),2088
563377,0-9 år,Høy levealder (MHM),2089
600399,10-19 år,Høy levealder (MHM),2089
1302317,20-39 år,Høy levealder (MHM),2089
1424174,40-59 år,Høy levealder (MHM),2089
670326,60-69 år,Høy levealder (MHM),2089
697730,70-79 år,Høy levealder (MHM),2089
1119260,80 år eller eldre,Høy levealder (MHM),2089
562422,0-9 år,Høy levealder (MHM),2090
598902,10-19 år,Høy levealder (MHM),2090
1303436,20-39 år,Høy levealder (MHM),2090
1423501,40-59 år,Høy levealder (MHM),2090
672249,60-69 år,Høy levealder (MHM),2090
689182,70-79 år,Høy levealder (MHM),2090
1128261,80 år eller eldre,Høy levealder (MHM),2090
561762,0-9 år,Høy levealder (MHM),2091
597175,10-19 år,Høy levealder (MHM),2091
1304891,20-39 år,Høy levealder (MHM),2091
1422157,40-59 år,Høy levealder (MHM),2091
675756,60-69 år,Høy levealder (MHM),2091
680269,70-79 år,Høy levealder (MHM),2091
1136016,80 år eller eldre,Høy levealder (MHM),2091
561397,0-9 år,Høy levealder (MHM),2092
595292,10-19 år,Høy levealder (MHM),2092
1306591,20-39 år,Høy levealder (MHM),2092
1420165,40-59 år,Høy levealder (MHM),2092
676785,60-69 år,Høy levealder (MHM),2092
675600,70-79 år,Høy levealder (MHM),2092
1142660,80 år eller eldre,Høy levealder (MHM),2092
561324,0-9 år,Høy levealder (MHM),2093
593326,10-19 år,Høy levealder (MHM),2093
1308407,20-39 år,Høy levealder (MHM),2093
1417553,40-59 år,Høy levealder (MHM),2093
679550,60-69 år,Høy levealder (MHM),2093
670009,70-79 år,Høy levealder (MHM),2093
1148393,80 år eller eldre,Høy levealder (MHM),2093
561513,0-9 år,Høy levealder (MHM),2094
591335,10-19 år,Høy levealder (MHM),2094
1310243,20-39 år,Høy levealder (MHM),2094
1414386,40-59 år,Høy levealder (MHM),2094
682934,60-69 år,Høy levealder (MHM),2094
665769,70-79 år,Høy levealder (MHM),2094
1152764,80 år eller eldre,Høy levealder (MHM),2094
561941,0-9 år,Høy levealder (MHM),2095
589395,10-19 år,Høy levealder (MHM),2095
1311987,20-39 år,Høy levealder (MHM),2095
1410735,40-59 år,Høy levealder (MHM),2095
686733,60-69 år,Høy levealder (MHM),2095
661791,70-79 år,Høy levealder (MHM),2095
1156571,80 år eller eldre,Høy levealder (MHM),2095
562565,0-9 år,Høy levealder (MHM),2096
587567,10-19 år,Høy levealder (MHM),2096
1313547,20-39 år,Høy levealder (MHM),2096
1406593,40-59 år,Høy levealder (MHM),2096
690770,60-69 år,Høy levealder (MHM),2096
658387,70-79 år,Høy levealder (MHM),2096
1159924,80 år eller eldre,Høy levealder (MHM),2096
563349,0-9 år,Høy levealder (MHM),2097
585905,10-19 år,Høy levealder (MHM),2097
1314850,20-39 år,Høy levealder (MHM),2097
1401983,40-59 år,Høy levealder (MHM),2097
694907,60-69 år,Høy levealder (MHM),2097
655549,70-79 år,Høy levealder (MHM),2097
1163856,80 år eller eldre,Høy levealder (MHM),2097
564244,0-9 år,Høy levealder (MHM),2098
584461,10-19 år,Høy levealder (MHM),2098
1315835,20-39 år,Høy levealder (MHM),2098
1397529,40-59 år,Høy levealder (MHM),2098
698563,60-69 år,Høy levealder (MHM),2098
655301,70-79 år,Høy levealder (MHM),2098
1165739,80 år eller eldre,Høy levealder (MHM),2098
565202,0-9 år,Høy levealder (MHM),2099
583267,10-19 år,Høy levealder (MHM),2099
1316456,20-39 år,Høy levealder (MHM),2099
1393300,40-59 år,Høy levealder (MHM),2099
701771,60-69 år,Høy levealder (MHM),2099
656812,70-79 år,Høy levealder (MHM),2099
1166785,80 år eller eldre,Høy levealder (MHM),2099
566176,0-9 år,Høy levealder (MHM),2100
582350,10-19 år,Høy levealder (MHM),2100
1316673,20-39 år,Høy levealder (MHM),2100
1389329,40-59 år,Høy levealder (MHM),2100
704616,60-69 år,Høy levealder (MHM),2100
658982,70-79 år,Høy levealder (MHM),2100
1167063,80 år eller eldre,Høy levealder (MHM),2100
587714,0-9 år,Lav innvandring (MML),2022
647020,10-19 år,Lav innvandring (MML),2022
1450705,20-39 år,Lav innvandring (MML),2022
1439092,40-59 år,Lav innvandring (MML),2022
596118,60-69 år,Lav innvandring (MML),2022
464328,70-79 år,Lav innvandring (MML),2022
240293,80 år eller eldre,Lav innvandring (MML),2022
581604,0-9 år,Lav innvandring (MML),2023
651541,10-19 år,Lav innvandring (MML),2023
1457225,20-39 år,Lav innvandring (MML),2023
1444684,40-59 år,Lav innvandring (MML),2023
602334,60-69 år,Lav innvandring (MML),2023
476286,70-79 år,Lav innvandring (MML),2023
248140,80 år eller eldre,Lav innvandring (MML),2023
574772,0-9 år,Lav innvandring (MML),2024
650693,10-19 år,Lav innvandring (MML),2024
1455190,20-39 år,Lav innvandring (MML),2024
1446289,40-59 år,Lav innvandring (MML),2024
609243,60-69 år,Lav innvandring (MML),2024
486121,70-79 år,Lav innvandring (MML),2024
258480,80 år eller eldre,Lav innvandring (MML),2024
567808,0-9 år,Lav innvandring (MML),2025
648923,10-19 år,Lav innvandring (MML),2025
1452683,20-39 år,Lav innvandring (MML),2025
1445393,40-59 år,Lav innvandring (MML),2025
618352,60-69 år,Lav innvandring (MML),2025
492094,70-79 år,Lav innvandring (MML),2025
272910,80 år eller eldre,Lav innvandring (MML),2025
561374,0-9 år,Lav innvandring (MML),2026
646763,10-19 år,Lav innvandring (MML),2026
1449522,20-39 år,Lav innvandring (MML),2026
1444423,40-59 år,Lav innvandring (MML),2026
627592,60-69 år,Lav innvandring (MML),2026
497613,70-79 år,Lav innvandring (MML),2026
288422,80 år eller eldre,Lav innvandring (MML),2026
555575,0-9 år,Lav innvandring (MML),2027
642689,10-19 år,Lav innvandring (MML),2027
1446791,20-39 år,Lav innvandring (MML),2027
1443602,40-59 år,Lav innvandring (MML),2027
636532,60-69 år,Lav innvandring (MML),2027
499523,70-79 år,Lav innvandring (MML),2027
308418,80 år eller eldre,Lav innvandring (MML),2027
552794,0-9 år,Lav innvandring (MML),2028
636299,10-19 år,Lav innvandring (MML),2028
1443384,20-39 år,Lav innvandring (MML),2028
1442943,40-59 år,Lav innvandring (MML),2028
646595,60-69 år,Lav innvandring (MML),2028
502416,70-79 år,Lav innvandring (MML),2028
326168,80 år eller eldre,Lav innvandring (MML),2028
552111,0-9 år,Lav innvandring (MML),2029
626448,10-19 år,Lav innvandring (MML),2029
1438977,20-39 år,Lav innvandring (MML),2029
1443294,40-59 år,Lav innvandring (MML),2029
657349,60-69 år,Lav innvandring (MML),2029
507620,70-79 år,Lav innvandring (MML),2029
342210,80 år eller eldre,Lav innvandring (MML),2029
552276,0-9 år,Lav innvandring (MML),2030
615182,10-19 år,Lav innvandring (MML),2030
1434649,20-39 år,Lav innvandring (MML),2030
1443695,40-59 år,Lav innvandring (MML),2030
668272,60-69 år,Lav innvandring (MML),2030
513975,70-79 år,Lav innvandring (MML),2030
356876,80 år eller eldre,Lav innvandring (MML),2030
554384,0-9 år,Lav innvandring (MML),2031
603401,10-19 år,Lav innvandring (MML),2031
1428082,20-39 år,Lav innvandring (MML),2031
1446775,40-59 år,Lav innvandring (MML),2031
677731,60-69 år,Lav innvandring (MML),2031
520340,70-79 år,Lav innvandring (MML),2031
370713,80 år eller eldre,Lav innvandring (MML),2031
553774,0-9 år,Lav innvandring (MML),2032
596450,10-19 år,Lav innvandring (MML),2032
1420588,20-39 år,Lav innvandring (MML),2032
1448145,40-59 år,Lav innvandring (MML),2032
687346,60-69 år,Lav innvandring (MML),2032
528133,70-79 år,Lav innvandring (MML),2032
382951,80 år eller eldre,Lav innvandring (MML),2032
555190,0-9 år,Lav innvandring (MML),2033
588474,10-19 år,Lav innvandring (MML),2033
1413529,20-39 år,Lav innvandring (MML),2033
1448640,40-59 år,Lav innvandring (MML),2033
695995,60-69 år,Lav innvandring (MML),2033
534785,70-79 år,Lav innvandring (MML),2033
396379,80 år eller eldre,Lav innvandring (MML),2033
557411,0-9 år,Lav innvandring (MML),2034
581970,10-19 år,Lav innvandring (MML),2034
1405791,20-39 år,Lav innvandring (MML),2034
1450331,40-59 år,Lav innvandring (MML),2034
700795,60-69 år,Lav innvandring (MML),2034
542303,70-79 år,Lav innvandring (MML),2034
409528,80 år eller eldre,Lav innvandring (MML),2034
560433,0-9 år,Lav innvandring (MML),2035
575461,10-19 år,Lav innvandring (MML),2035
1398121,20-39 år,Lav innvandring (MML),2035
1451706,40-59 år,Lav innvandring (MML),2035
702847,60-69 år,Lav innvandring (MML),2035
551842,70-79 år,Lav innvandring (MML),2035
422324,80 år eller eldre,Lav innvandring (MML),2035
563896,0-9 år,Lav innvandring (MML),2036
569499,10-19 år,Lav innvandring (MML),2036
1389845,20-39 år,Lav innvandring (MML),2036
1455957,40-59 år,Lav innvandring (MML),2036
701024,60-69 år,Lav innvandring (MML),2036
561525,70-79 år,Lav innvandring (MML),2036
435170,80 år eller eldre,Lav innvandring (MML),2036
567488,0-9 år,Lav innvandring (MML),2037
564159,10-19 år,Lav innvandring (MML),2037
1381008,20-39 år,Lav innvandring (MML),2037
1462382,40-59 år,Lav innvandring (MML),2037
696251,60-69 år,Lav innvandring (MML),2037
571007,70-79 år,Lav innvandring (MML),2037
448346,80 år eller eldre,Lav innvandring (MML),2037
570577,0-9 år,Lav innvandring (MML),2038
561757,10-19 år,Lav innvandring (MML),2038
1371143,20-39 år,Lav innvandring (MML),2038
1468685,40-59 år,Lav innvandring (MML),2038
689565,60-69 år,Lav innvandring (MML),2038
581414,70-79 år,Lav innvandring (MML),2038
460144,80 år eller eldre,Lav innvandring (MML),2038
573194,0-9 år,Lav innvandring (MML),2039
561353,10-19 år,Lav innvandring (MML),2039
1361137,20-39 år,Lav innvandring (MML),2039
1471770,40-59 år,Lav innvandring (MML),2039
682709,60-69 år,Lav innvandring (MML),2039
592486,70-79 år,Lav innvandring (MML),2039
472234,80 år eller eldre,Lav innvandring (MML),2039
575420,0-9 år,Lav innvandring (MML),2040
561737,10-19 år,Lav innvandring (MML),2040
1350017,20-39 år,Lav innvandring (MML),2040
1474978,40-59 år,Lav innvandring (MML),2040
675599,60-69 år,Lav innvandring (MML),2040
603712,70-79 år,Lav innvandring (MML),2040
484024,80 år eller eldre,Lav innvandring (MML),2040
577105,0-9 år,Lav innvandring (MML),2041
563963,10-19 år,Lav innvandring (MML),2041
1337505,20-39 år,Lav innvandring (MML),2041
1477050,40-59 år,Lav innvandring (MML),2041
670949,60-69 år,Lav innvandring (MML),2041
613432,70-79 år,Lav innvandring (MML),2041
495109,80 år eller eldre,Lav innvandring (MML),2041
578168,0-9 år,Lav innvandring (MML),2042
563469,10-19 år,Lav innvandring (MML),2042
1330572,20-39 år,Lav innvandring (MML),2042
1477252,40-59 år,Lav innvandring (MML),2042
664789,60-69 år,Lav innvandring (MML),2042
623301,70-79 år,Lav innvandring (MML),2042
506164,80 år eller eldre,Lav innvandring (MML),2042
578481,0-9 år,Lav innvandring (MML),2043
564899,10-19 år,Lav innvandring (MML),2043
1323328,20-39 år,Lav innvandring (MML),2043
1474776,40-59 år,Lav innvandring (MML),2043
660126,60-69 år,Lav innvandring (MML),2043
632230,70-79 år,Lav innvandring (MML),2043
517449,80 år eller eldre,Lav innvandring (MML),2043
577969,0-9 år,Lav innvandring (MML),2044
567087,10-19 år,Lav innvandring (MML),2044
1314706,20-39 år,Lav innvandring (MML),2044
1473684,40-59 år,Lav innvandring (MML),2044
657267,60-69 år,Lav innvandring (MML),2044
637573,70-79 år,Lav innvandring (MML),2044
529532,80 år eller eldre,Lav innvandring (MML),2044
576561,0-9 år,Lav innvandring (MML),2045
570027,10-19 år,Lav innvandring (MML),2045
1305293,20-39 år,Lav innvandring (MML),2045
1472572,40-59 år,Lav innvandring (MML),2045
655045,60-69 år,Lav innvandring (MML),2045
640433,70-79 år,Lav innvandring (MML),2045
543364,80 år eller eldre,Lav innvandring (MML),2045
574118,0-9 år,Lav innvandring (MML),2046
573371,10-19 år,Lav innvandring (MML),2046
1296109,20-39 år,Lav innvandring (MML),2046
1470312,40-59 år,Lav innvandring (MML),2046
656426,60-69 år,Lav innvandring (MML),2046
639673,70-79 år,Lav innvandring (MML),2046
557709,80 år eller eldre,Lav innvandring (MML),2046
570592,0-9 år,Lav innvandring (MML),2047
576812,10-19 år,Lav innvandring (MML),2047
1285786,20-39 år,Lav innvandring (MML),2047
1468273,40-59 år,Lav innvandring (MML),2047
660871,60-69 år,Lav innvandring (MML),2047
636165,70-79 år,Lav innvandring (MML),2047
572515,80 år eller eldre,Lav innvandring (MML),2047
566613,0-9 år,Lav innvandring (MML),2048
579761,10-19 år,Lav innvandring (MML),2048
1276122,20-39 år,Lav innvandring (MML),2048
1465221,40-59 år,Lav innvandring (MML),2048
667388,60-69 år,Lav innvandring (MML),2048
630835,70-79 år,Lav innvandring (MML),2048
587268,80 år eller eldre,Lav innvandring (MML),2048
562213,0-9 år,Lav innvandring (MML),2049
582244,10-19 år,Lav innvandring (MML),2049
1265203,20-39 år,Lav innvandring (MML),2049
1460834,40-59 år,Lav innvandring (MML),2049
675236,60-69 år,Lav innvandring (MML),2049
625440,70-79 år,Lav innvandring (MML),2049
603154,80 år eller eldre,Lav innvandring (MML),2049
557432,0-9 år,Lav innvandring (MML),2050
584344,10-19 år,Lav innvandring (MML),2050
1253755,20-39 år,Lav innvandring (MML),2050
1456324,40-59 år,Lav innvandring (MML),2050
683530,60-69 år,Lav innvandring (MML),2050
619847,70-79 år,Lav innvandring (MML),2050
619136,80 år eller eldre,Lav innvandring (MML),2050
552379,0-9 år,Lav innvandring (MML),2051
585911,10-19 år,Lav innvandring (MML),2051
1243596,20-39 år,Lav innvandring (MML),2051
1449535,40-59 år,Lav innvandring (MML),2051
692149,60-69 år,Lav innvandring (MML),2051
616465,70-79 år,Lav innvandring (MML),2051
633343,80 år eller eldre,Lav innvandring (MML),2051
547174,0-9 år,Lav innvandring (MML),2052
586879,10-19 år,Lav innvandring (MML),2052
1235367,20-39 år,Lav innvandring (MML),2052
1441830,40-59 år,Lav innvandring (MML),2052
700659,60-69 år,Lav innvandring (MML),2052
611772,70-79 år,Lav innvandring (MML),2052
647762,80 år eller eldre,Lav innvandring (MML),2052
541970,0-9 år,Lav innvandring (MML),2053
587114,10-19 år,Lav innvandring (MML),2053
1228040,20-39 år,Lav innvandring (MML),2053
1434498,40-59 år,Lav innvandring (MML),2053
706939,60-69 år,Lav innvandring (MML),2053
608489,70-79 år,Lav innvandring (MML),2053
661592,80 år eller eldre,Lav innvandring (MML),2053
536897,0-9 år,Lav innvandring (MML),2054
586547,10-19 år,Lav innvandring (MML),2054
1222824,20-39 år,Lav innvandring (MML),2054
1426450,40-59 år,Lav innvandring (MML),2054
712590,60-69 år,Lav innvandring (MML),2054
606788,70-79 år,Lav innvandring (MML),2054
672939,80 år eller eldre,Lav innvandring (MML),2054
532085,0-9 år,Lav innvandring (MML),2055
585097,10-19 år,Lav innvandring (MML),2055
1218339,20-39 år,Lav innvandring (MML),2055
1418383,40-59 år,Lav innvandring (MML),2055
717450,60-69 år,Lav innvandring (MML),2055
605717,70-79 år,Lav innvandring (MML),2055
683611,80 år eller eldre,Lav innvandring (MML),2055
527644,0-9 år,Lav innvandring (MML),2056
582636,10-19 år,Lav innvandring (MML),2056
1214780,20-39 år,Lav innvandring (MML),2056
1409746,40-59 år,Lav innvandring (MML),2056
721479,60-69 år,Lav innvandring (MML),2056
607943,70-79 år,Lav innvandring (MML),2056
691442,80 år eller eldre,Lav innvandring (MML),2056
523670,0-9 år,Lav innvandring (MML),2057
579114,10-19 år,Lav innvandring (MML),2057
1211910,20-39 år,Lav innvandring (MML),2057
1400564,40-59 år,Lav innvandring (MML),2057
724594,60-69 år,Lav innvandring (MML),2057
613021,70-79 år,Lav innvandring (MML),2057
697168,80 år eller eldre,Lav innvandring (MML),2057
520222,0-9 år,Lav innvandring (MML),2058
575144,10-19 år,Lav innvandring (MML),2058
1211314,20-39 år,Lav innvandring (MML),2058
1390432,40-59 år,Lav innvandring (MML),2058
725524,60-69 år,Lav innvandring (MML),2058
620040,70-79 år,Lav innvandring (MML),2058
701174,80 år eller eldre,Lav innvandring (MML),2058
517327,0-9 år,Lav innvandring (MML),2059
570760,10-19 år,Lav innvandring (MML),2059
1212105,20-39 år,Lav innvandring (MML),2059
1380234,40-59 år,Lav innvandring (MML),2059
722179,60-69 år,Lav innvandring (MML),2059
628432,70-79 år,Lav innvandring (MML),2059
706138,80 år eller eldre,Lav innvandring (MML),2059
515021,0-9 år,Lav innvandring (MML),2060
566003,10-19 år,Lav innvandring (MML),2060
1213245,20-39 år,Lav innvandring (MML),2060
1368974,40-59 år,Lav innvandring (MML),2060
718518,60-69 år,Lav innvandring (MML),2060
637294,70-79 år,Lav innvandring (MML),2060
711047,80 år eller eldre,Lav innvandring (MML),2060
513278,0-9 år,Lav innvandring (MML),2061
560976,10-19 år,Lav innvandring (MML),2061
1215554,20-39 år,Lav innvandring (MML),2061
1356433,40-59 år,Lav innvandring (MML),2061
713501,60-69 år,Lav innvandring (MML),2061
646521,70-79 år,Lav innvandring (MML),2061
716415,80 år eller eldre,Lav innvandring (MML),2061
512069,0-9 år,Lav innvandring (MML),2062
555801,10-19 år,Lav innvandring (MML),2062
1214753,20-39 år,Lav innvandring (MML),2062
1349169,40-59 år,Lav innvandring (MML),2062
706684,60-69 år,Lav innvandring (MML),2062
655609,70-79 år,Lav innvandring (MML),2062
720920,80 år eller eldre,Lav innvandring (MML),2062
511340,0-9 år,Lav innvandring (MML),2063
550625,10-19 år,Lav innvandring (MML),2063
1215040,20-39 år,Lav innvandring (MML),2063
1341672,40-59 år,Lav innvandring (MML),2063
699546,60-69 år,Lav innvandring (MML),2063
662590,70-79 år,Lav innvandring (MML),2063
726350,80 år eller eldre,Lav innvandring (MML),2063
511032,0-9 år,Lav innvandring (MML),2064
545575,10-19 år,Lav innvandring (MML),2064
1215287,20-39 år,Lav innvandring (MML),2064
1332895,40-59 år,Lav innvandring (MML),2064
694299,60-69 år,Lav innvandring (MML),2064
668934,70-79 år,Lav innvandring (MML),2064
731223,80 år eller eldre,Lav innvandring (MML),2064
511066,0-9 år,Lav innvandring (MML),2065
540782,10-19 år,Lav innvandring (MML),2065
1215420,20-39 år,Lav innvandring (MML),2065
1323388,40-59 år,Lav innvandring (MML),2065
689723,60-69 år,Lav innvandring (MML),2065
674506,70-79 år,Lav innvandring (MML),2065
736401,80 år eller eldre,Lav innvandring (MML),2065
511362,0-9 år,Lav innvandring (MML),2066
536357,10-19 år,Lav innvandring (MML),2066
1214969,20-39 år,Lav innvandring (MML),2066
1314116,40-59 år,Lav innvandring (MML),2066
684890,60-69 år,Lav innvandring (MML),2066
679254,70-79 år,Lav innvandring (MML),2066
742396,80 år eller eldre,Lav innvandring (MML),2066
511826,0-9 år,Lav innvandring (MML),2067
532389,10-19 år,Lav innvandring (MML),2067
1213629,20-39 år,Lav innvandring (MML),2067
1303798,40-59 år,Lav innvandring (MML),2067
681151,60-69 år,Lav innvandring (MML),2067
683123,70-79 år,Lav innvandring (MML),2067
749560,80 år eller eldre,Lav innvandring (MML),2067
512382,0-9 år,Lav innvandring (MML),2068
528938,10-19 år,Lav innvandring (MML),2068
1211421,20-39 år,Lav innvandring (MML),2068
1294129,40-59 år,Lav innvandring (MML),2068
678516,60-69 år,Lav innvandring (MML),2068
684865,70-79 år,Lav innvandring (MML),2068
757462,80 år eller eldre,Lav innvandring (MML),2068
512930,0-9 år,Lav innvandring (MML),2069
526036,10-19 år,Lav innvandring (MML),2069
1208404,20-39 år,Lav innvandring (MML),2069
1283255,40-59 år,Lav innvandring (MML),2069
678804,60-69 år,Lav innvandring (MML),2069
682547,70-79 år,Lav innvandring (MML),2069
768053,80 år eller eldre,Lav innvandring (MML),2069
513383,0-9 år,Lav innvandring (MML),2070
523710,10-19 år,Lav innvandring (MML),2070
1204690,20-39 år,Lav innvandring (MML),2070
1271860,40-59 år,Lav innvandring (MML),2070
679283,60-69 år,Lav innvandring (MML),2070
679929,70-79 år,Lav innvandring (MML),2070
779555,80 år eller eldre,Lav innvandring (MML),2070
513654,0-9 år,Lav innvandring (MML),2071
521937,10-19 år,Lav innvandring (MML),2071
1200245,20-39 år,Lav innvandring (MML),2071
1261736,40-59 år,Lav innvandring (MML),2071
678895,60-69 år,Lav innvandring (MML),2071
676022,70-79 år,Lav innvandring (MML),2071
792334,80 år eller eldre,Lav innvandring (MML),2071
513673,0-9 år,Lav innvandring (MML),2072
520698,10-19 år,Lav innvandring (MML),2072
1195112,20-39 år,Lav innvandring (MML),2072
1253434,40-59 år,Lav innvandring (MML),2072
679310,60-69 år,Lav innvandring (MML),2072
670343,70-79 år,Lav innvandring (MML),2072
804617,80 år eller eldre,Lav innvandring (MML),2072
513389,0-9 år,Lav innvandring (MML),2073
519920,10-19 år,Lav innvandring (MML),2073
1189323,20-39 år,Lav innvandring (MML),2073
1245977,40-59 år,Lav innvandring (MML),2073
680350,60-69 år,Lav innvandring (MML),2073
664320,70-79 år,Lav innvandring (MML),2073
816153,80 år eller eldre,Lav innvandring (MML),2073
512737,0-9 år,Lav innvandring (MML),2074
519551,10-19 år,Lav innvandring (MML),2074
1182919,20-39 år,Lav innvandring (MML),2074
1240537,40-59 år,Lav innvandring (MML),2074
678817,60-69 år,Lav innvandring (MML),2074
660060,70-79 år,Lav innvandring (MML),2074
826802,80 år eller eldre,Lav innvandring (MML),2074
511693,0-9 år,Lav innvandring (MML),2075
519511,10-19 år,Lav innvandring (MML),2075
1175949,20-39 år,Lav innvandring (MML),2075
1235804,40-59 år,Lav innvandring (MML),2075
676563,60-69 år,Lav innvandring (MML),2075
656420,70-79 år,Lav innvandring (MML),2075
837121,80 år eller eldre,Lav innvandring (MML),2075
510241,0-9 år,Lav innvandring (MML),2076
519727,10-19 år,Lav innvandring (MML),2076
1168396,20-39 år,Lav innvandring (MML),2076
1231944,40-59 år,Lav innvandring (MML),2076
674025,60-69 år,Lav innvandring (MML),2076
652515,70-79 år,Lav innvandring (MML),2076
847408,80 år eller eldre,Lav innvandring (MML),2076
508377,0-9 år,Lav innvandring (MML),2077
520108,10-19 år,Lav innvandring (MML),2077
1160299,20-39 år,Lav innvandring (MML),2077
1228748,40-59 år,Lav innvandring (MML),2077
669911,60-69 år,Lav innvandring (MML),2077
649666,70-79 år,Lav innvandring (MML),2077
857754,80 år eller eldre,Lav innvandring (MML),2077
506115,0-9 år,Lav innvandring (MML),2078
520569,10-19 år,Lav innvandring (MML),2078
1152273,20-39 år,Lav innvandring (MML),2078
1227777,40-59 år,Lav innvandring (MML),2078
663750,60-69 år,Lav innvandring (MML),2078
647834,70-79 år,Lav innvandring (MML),2078
866490,80 år eller eldre,Lav innvandring (MML),2078
503493,0-9 år,Lav innvandring (MML),2079
521014,10-19 år,Lav innvandring (MML),2079
1144398,20-39 år,Lav innvandring (MML),2079
1228164,40-59 år,Lav innvandring (MML),2079
