Befolkning,Alder,Alternativ,År
711728,60-69 år,Ingen flytting (MM0),2051
637799,70-79 år,Ingen flytting (MM0),2051
643141,80 år eller eldre,Ingen flytting (MM0),2051
488710,0-9 år,Ingen flytting (MM0),2052
521604,10-19 år,Ingen flytting (MM0),2052
1109419,20-39 år,Ingen flytting (MM0),2052
1332377,40-59 år,Ingen flytting (MM0),2052
718889,60-69 år,Ingen flytting (MM0),2052
634028,70-79 år,Ingen flytting (MM0),2052
658609,80 år eller eldre,Ingen flytting (MM0),2052
483084,0-9 år,Ingen flytting (MM0),2053
521200,10-19 år,Ingen flytting (MM0),2053
1097794,20-39 år,Ingen flytting (MM0),2053
1320340,40-59 år,Ingen flytting (MM0),2053
723098,60-69 år,Ingen flytting (MM0),2053
631773,70-79 år,Ingen flytting (MM0),2053
673522,80 år eller eldre,Ingen flytting (MM0),2053
477410,0-9 år,Ingen flytting (MM0),2054
520326,10-19 år,Ingen flytting (MM0),2054
1088141,20-39 år,Ingen flytting (MM0),2054
1308254,40-59 år,Ingen flytting (MM0),2054
725773,60-69 år,Ingen flytting (MM0),2054
631207,70-79 år,Ingen flytting (MM0),2054
685894,80 år eller eldre,Ingen flytting (MM0),2054
471798,0-9 år,Ingen flytting (MM0),2055
518658,10-19 år,Ingen flytting (MM0),2055
1079128,20-39 år,Ingen flytting (MM0),2055
1297056,40-59 år,Ingen flytting (MM0),2055
726901,60-69 år,Ingen flytting (MM0),2055
630991,70-79 år,Ingen flytting (MM0),2055
697722,80 år eller eldre,Ingen flytting (MM0),2055
466334,0-9 år,Ingen flytting (MM0),2056
516069,10-19 år,Ingen flytting (MM0),2056
1070875,20-39 år,Ingen flytting (MM0),2056
1286045,40-59 år,Ingen flytting (MM0),2056
726458,60-69 år,Ingen flytting (MM0),2056
634130,70-79 år,Ingen flytting (MM0),2056
706687,80 år eller eldre,Ingen flytting (MM0),2056
461121,0-9 år,Ingen flytting (MM0),2057
512489,10-19 år,Ingen flytting (MM0),2057
1063159,20-39 år,Ingen flytting (MM0),2057
1275303,40-59 år,Ingen flytting (MM0),2057
724499,60-69 år,Ingen flytting (MM0),2057
640014,70-79 år,Ingen flytting (MM0),2057
713511,80 år eller eldre,Ingen flytting (MM0),2057
456215,0-9 år,Ingen flytting (MM0),2058
508490,10-19 år,Ingen flytting (MM0),2058
1057832,20-39 år,Ingen flytting (MM0),2058
1264398,40-59 år,Ingen flytting (MM0),2058
719786,60-69 år,Ingen flytting (MM0),2058
647446,70-79 år,Ingen flytting (MM0),2058
718640,80 år eller eldre,Ingen flytting (MM0),2058
451665,0-9 år,Ingen flytting (MM0),2059
504063,10-19 år,Ingen flytting (MM0),2059
1054079,20-39 år,Ingen flytting (MM0),2059
1253878,40-59 år,Ingen flytting (MM0),2059
710280,60-69 år,Ingen flytting (MM0),2059
655963,70-79 år,Ingen flytting (MM0),2059
724849,80 år eller eldre,Ingen flytting (MM0),2059
447536,0-9 år,Ingen flytting (MM0),2060
499207,10-19 år,Ingen flytting (MM0),2060
1050864,20-39 år,Ingen flytting (MM0),2060
1242471,40-59 år,Ingen flytting (MM0),2060
700526,60-69 år,Ingen flytting (MM0),2060
664463,70-79 år,Ingen flytting (MM0),2060
731028,80 år eller eldre,Ingen flytting (MM0),2060
443841,0-9 år,Ingen flytting (MM0),2061
494008,10-19 år,Ingen flytting (MM0),2061
1049286,20-39 år,Ingen flytting (MM0),2061
1229511,40-59 år,Ingen flytting (MM0),2061
689679,60-69 år,Ingen flytting (MM0),2061
672741,70-79 år,Ingen flytting (MM0),2061
737803,80 år eller eldre,Ingen flytting (MM0),2061
440604,0-9 år,Ingen flytting (MM0),2062
488537,10-19 år,Ingen flytting (MM0),2062
1044646,20-39 år,Ingen flytting (MM0),2062
1222227,40-59 år,Ingen flytting (MM0),2062
677231,60-69 år,Ingen flytting (MM0),2062
680410,70-79 år,Ingen flytting (MM0),2062
743505,80 år eller eldre,Ingen flytting (MM0),2062
437808,0-9 år,Ingen flytting (MM0),2063
482916,10-19 år,Ingen flytting (MM0),2063
1041472,20-39 år,Ingen flytting (MM0),2063
1214526,40-59 år,Ingen flytting (MM0),2063
664812,60-69 år,Ingen flytting (MM0),2063
685272,70-79 år,Ingen flytting (MM0),2063
750259,80 år eller eldre,Ingen flytting (MM0),2063
435452,0-9 år,Ingen flytting (MM0),2064
477247,10-19 år,Ingen flytting (MM0),2064
1038784,20-39 år,Ingen flytting (MM0),2064
1204913,40-59 år,Ingen flytting (MM0),2064
655218,60-69 år,Ingen flytting (MM0),2064
688598,70-79 år,Ingen flytting (MM0),2064
756486,80 år eller eldre,Ingen flytting (MM0),2064
433503,0-9 år,Ingen flytting (MM0),2065
471638,10-19 år,Ingen flytting (MM0),2065
1036584,20-39 år,Ingen flytting (MM0),2065
1194045,40-59 år,Ingen flytting (MM0),2065
647081,60-69 år,Ingen flytting (MM0),2065
690404,70-79 år,Ingen flytting (MM0),2065
762869,80 år eller eldre,Ingen flytting (MM0),2065
431937,0-9 år,Ingen flytting (MM0),2066
466183,10-19 år,Ingen flytting (MM0),2066
1034148,20-39 år,Ingen flytting (MM0),2066
1183170,40-59 år,Ingen flytting (MM0),2066
639196,60-69 år,Ingen flytting (MM0),2066
690708,70-79 år,Ingen flytting (MM0),2066
770115,80 år eller eldre,Ingen flytting (MM0),2066
430695,0-9 år,Ingen flytting (MM0),2067
460974,10-19 år,Ingen flytting (MM0),2067
1031186,20-39 år,Ingen flytting (MM0),2067
1170739,40-59 år,Ingen flytting (MM0),2067
633196,60-69 år,Ingen flytting (MM0),2067
689584,70-79 år,Ingen flytting (MM0),2067
778385,80 år eller eldre,Ingen flytting (MM0),2067
429730,0-9 år,Ingen flytting (MM0),2068
456067,10-19 år,Ingen flytting (MM0),2068
1027725,20-39 år,Ingen flytting (MM0),2068
1158576,40-59 år,Ingen flytting (MM0),2068
629158,60-69 år,Ingen flytting (MM0),2068
685766,70-79 år,Ingen flytting (MM0),2068
787051,80 år eller eldre,Ingen flytting (MM0),2068
428953,0-9 år,Ingen flytting (MM0),2069
451526,10-19 år,Ingen flytting (MM0),2069
1023826,20-39 år,Ingen flytting (MM0),2069
1144589,40-59 år,Ingen flytting (MM0),2069
628858,60-69 år,Ingen flytting (MM0),2069
677415,70-79 år,Ingen flytting (MM0),2069
798269,80 år eller eldre,Ingen flytting (MM0),2069
428295,0-9 år,Ingen flytting (MM0),2070
447398,10-19 år,Ingen flytting (MM0),2070
1019437,20-39 år,Ingen flytting (MM0),2070
1129738,40-59 år,Ingen flytting (MM0),2070
629136,60-69 år,Ingen flytting (MM0),2070
668839,70-79 år,Ingen flytting (MM0),2070
809993,80 år eller eldre,Ingen flytting (MM0),2070
427665,0-9 år,Ingen flytting (MM0),2071
443710,10-19 år,Ingen flytting (MM0),2071
1014528,20-39 år,Ingen flytting (MM0),2071
1115930,40-59 år,Ingen flytting (MM0),2071
628613,60-69 år,Ingen flytting (MM0),2071
659247,70-79 år,Ingen flytting (MM0),2071
822577,80 år eller eldre,Ingen flytting (MM0),2071
426978,0-9 år,Ingen flytting (MM0),2072
440474,10-19 år,Ingen flytting (MM0),2072
1009098,20-39 år,Ingen flytting (MM0),2072
1103881,40-59 år,Ingen flytting (MM0),2072
629103,60-69 år,Ingen flytting (MM0),2072
648051,70-79 år,Ingen flytting (MM0),2072
834056,80 år eller eldre,Ingen flytting (MM0),2072
426168,0-9 år,Ingen flytting (MM0),2073
437679,10-19 år,Ingen flytting (MM0),2073
1003112,20-39 år,Ingen flytting (MM0),2073
1092501,40-59 år,Ingen flytting (MM0),2073
630356,60-69 år,Ingen flytting (MM0),2073
636839,70-79 år,Ingen flytting (MM0),2073
844273,80 år eller eldre,Ingen flytting (MM0),2073
425147,0-9 år,Ingen flytting (MM0),2074
435326,10-19 år,Ingen flytting (MM0),2074
996603,20-39 år,Ingen flytting (MM0),2074
1083064,40-59 år,Ingen flytting (MM0),2074
628711,60-69 år,Ingen flytting (MM0),2074
628314,70-79 år,Ingen flytting (MM0),2074
852849,80 år eller eldre,Ingen flytting (MM0),2074
423873,0-9 år,Ingen flytting (MM0),2075
433381,10-19 år,Ingen flytting (MM0),2075
989364,20-39 år,Ingen flytting (MM0),2075
1074265,40-59 år,Ingen flytting (MM0),2075
626470,60-69 år,Ingen flytting (MM0),2075
621168,70-79 år,Ingen flytting (MM0),2075
860299,80 år eller eldre,Ingen flytting (MM0),2075
422286,0-9 år,Ingen flytting (MM0),2076
431820,10-19 år,Ingen flytting (MM0),2076
981357,20-39 år,Ingen flytting (MM0),2076
1066214,40-59 år,Ingen flytting (MM0),2076
624133,60-69 år,Ingen flytting (MM0),2076
614254,70-79 år,Ingen flytting (MM0),2076
867154,80 år eller eldre,Ingen flytting (MM0),2076
420374,0-9 år,Ingen flytting (MM0),2077
430582,10-19 år,Ingen flytting (MM0),2077
972604,20-39 år,Ingen flytting (MM0),2077
1058696,40-59 år,Ingen flytting (MM0),2077
620195,60-69 år,Ingen flytting (MM0),2077
609175,70-79 år,Ingen flytting (MM0),2077
873514,80 år eller eldre,Ingen flytting (MM0),2077
418112,0-9 år,Ingen flytting (MM0),2078
429611,10-19 år,Ingen flytting (MM0),2078
963733,20-39 år,Ingen flytting (MM0),2078
1053543,40-59 år,Ingen flytting (MM0),2078
614085,60-69 år,Ingen flytting (MM0),2078
605932,70-79 år,Ingen flytting (MM0),2078
877482,80 år eller eldre,Ingen flytting (MM0),2078
415509,0-9 år,Ingen flytting (MM0),2079
428841,10-19 år,Ingen flytting (MM0),2079
954797,20-39 år,Ingen flytting (MM0),2079
1049946,40-59 år,Ingen flytting (MM0),2079
604607,60-69 år,Ingen flytting (MM0),2079
606260,70-79 år,Ingen flytting (MM0),2079
879276,80 år eller eldre,Ingen flytting (MM0),2079
412584,0-9 år,Ingen flytting (MM0),2080
428185,10-19 år,Ingen flytting (MM0),2080
945853,20-39 år,Ingen flytting (MM0),2080
1046882,40-59 år,Ingen flytting (MM0),2080
593690,60-69 år,Ingen flytting (MM0),2080
607163,70-79 år,Ingen flytting (MM0),2080
880971,80 år eller eldre,Ingen flytting (MM0),2080
409371,0-9 år,Ingen flytting (MM0),2081
427556,10-19 år,Ingen flytting (MM0),2081
936993,20-39 år,Ingen flytting (MM0),2081
1045422,40-59 år,Ingen flytting (MM0),2081
582012,60-69 år,Ingen flytting (MM0),2081
607254,70-79 år,Ingen flytting (MM0),2081
882138,80 år eller eldre,Ingen flytting (MM0),2081
405911,0-9 år,Ingen flytting (MM0),2082
426868,10-19 år,Ingen flytting (MM0),2082
928319,20-39 år,Ingen flytting (MM0),2082
1040930,40-59 år,Ingen flytting (MM0),2082
574855,60-69 år,Ingen flytting (MM0),2082
608235,70-79 år,Ingen flytting (MM0),2082
880398,80 år eller eldre,Ingen flytting (MM0),2082
402258,0-9 år,Ingen flytting (MM0),2083
426060,10-19 år,Ingen flytting (MM0),2083
919936,20-39 år,Ingen flytting (MM0),2083
1037888,40-59 år,Ingen flytting (MM0),2083
566491,60-69 år,Ingen flytting (MM0),2083
609890,70-79 år,Ingen flytting (MM0),2083
877168,80 år eller eldre,Ingen flytting (MM0),2083
398460,0-9 år,Ingen flytting (MM0),2084
425043,10-19 år,Ingen flytting (MM0),2084
911941,20-39 år,Ingen flytting (MM0),2084
1035325,40-59 år,Ingen flytting (MM0),2084
559092,60-69 år,Ingen flytting (MM0),2084
608726,70-79 år,Ingen flytting (MM0),2084
874734,80 år eller eldre,Ingen flytting (MM0),2084
394581,0-9 år,Ingen flytting (MM0),2085
423767,10-19 år,Ingen flytting (MM0),2085
904411,20-39 år,Ingen flytting (MM0),2085
1033237,40-59 år,Ingen flytting (MM0),2085
551046,60-69 år,Ingen flytting (MM0),2085
606978,70-79 år,Ingen flytting (MM0),2085
872477,80 år eller eldre,Ingen flytting (MM0),2085
390679,0-9 år,Ingen flytting (MM0),2086
422186,10-19 år,Ingen flytting (MM0),2086
897417,20-39 år,Ingen flytting (MM0),2086
1030906,40-59 år,Ingen flytting (MM0),2086
543072,60-69 år,Ingen flytting (MM0),2086
605108,70-79 år,Ingen flytting (MM0),2086
869969,80 år eller eldre,Ingen flytting (MM0),2086
386813,0-9 år,Ingen flytting (MM0),2087
420274,10-19 år,Ingen flytting (MM0),2087
890994,20-39 år,Ingen flytting (MM0),2087
1028050,40-59 år,Ingen flytting (MM0),2087
535171,60-69 år,Ingen flytting (MM0),2087
601713,70-79 år,Ingen flytting (MM0),2087
868953,80 år eller eldre,Ingen flytting (MM0),2087
383036,0-9 år,Ingen flytting (MM0),2088
418012,10-19 år,Ingen flytting (MM0),2088
885147,20-39 år,Ingen flytting (MM0),2088
1024693,40-59 år,Ingen flytting (MM0),2088
529663,60-69 år,Ingen flytting (MM0),2088
596160,70-79 år,Ingen flytting (MM0),2088
867800,80 år eller eldre,Ingen flytting (MM0),2088
379392,0-9 år,Ingen flytting (MM0),2089
415412,10-19 år,Ingen flytting (MM0),2089
879852,20-39 år,Ingen flytting (MM0),2089
1020891,40-59 år,Ingen flytting (MM0),2089
525704,60-69 år,Ingen flytting (MM0),2089
587347,70-79 år,Ingen flytting (MM0),2089
868520,80 år eller eldre,Ingen flytting (MM0),2089
375932,0-9 år,Ingen flytting (MM0),2090
412489,10-19 år,Ingen flytting (MM0),2090
875088,20-39 år,Ingen flytting (MM0),2090
1016599,40-59 år,Ingen flytting (MM0),2090
522328,60-69 år,Ingen flytting (MM0),2090
577147,70-79 år,Ingen flytting (MM0),2090
870337,80 år eller eldre,Ingen flytting (MM0),2090
372682,0-9 år,Ingen flytting (MM0),2091
409275,10-19 år,Ingen flytting (MM0),2091
870786,20-39 år,Ingen flytting (MM0),2091
1011784,40-59 år,Ingen flytting (MM0),2091
520703,60-69 år,Ingen flytting (MM0),2091
566169,70-79 år,Ingen flytting (MM0),2091
871616,80 år eller eldre,Ingen flytting (MM0),2091
369673,0-9 år,Ingen flytting (MM0),2092
405818,10-19 år,Ingen flytting (MM0),2092
866889,20-39 år,Ingen flytting (MM0),2092
1006444,40-59 år,Ingen flytting (MM0),2092
516328,60-69 år,Ingen flytting (MM0),2092
559607,70-79 år,Ingen flytting (MM0),2092
871761,80 år eller eldre,Ingen flytting (MM0),2092
366915,0-9 år,Ingen flytting (MM0),2093
402165,10-19 år,Ingen flytting (MM0),2093
863301,20-39 år,Ingen flytting (MM0),2093
1000543,40-59 år,Ingen flytting (MM0),2093
513792,60-69 år,Ingen flytting (MM0),2093
551838,70-79 år,Ingen flytting (MM0),2093
871928,80 år eller eldre,Ingen flytting (MM0),2093
364419,0-9 år,Ingen flytting (MM0),2094
398372,10-19 år,Ingen flytting (MM0),2094
859942,20-39 år,Ingen flytting (MM0),2094
994125,40-59 år,Ingen flytting (MM0),2094
512184,60-69 år,Ingen flytting (MM0),2094
544972,70-79 år,Ingen flytting (MM0),2094
870925,80 år eller eldre,Ingen flytting (MM0),2094
362186,0-9 år,Ingen flytting (MM0),2095
394494,10-19 år,Ingen flytting (MM0),2095
856736,20-39 år,Ingen flytting (MM0),2095
986970,40-59 år,Ingen flytting (MM0),2095
511834,60-69 år,Ingen flytting (MM0),2095
537463,70-79 år,Ingen flytting (MM0),2095
870216,80 år eller eldre,Ingen flytting (MM0),2095
360203,0-9 år,Ingen flytting (MM0),2096
390593,10-19 år,Ingen flytting (MM0),2096
853611,20-39 år,Ingen flytting (MM0),2096
979045,40-59 år,Ingen flytting (MM0),2096
512151,60-69 år,Ingen flytting (MM0),2096
530021,70-79 år,Ingen flytting (MM0),2096
869731,80 år eller eldre,Ingen flytting (MM0),2096
358450,0-9 år,Ingen flytting (MM0),2097
386729,10-19 år,Ingen flytting (MM0),2097
850473,20-39 år,Ingen flytting (MM0),2097
970381,40-59 år,Ingen flytting (MM0),2097
512927,60-69 år,Ingen flytting (MM0),2097
522655,70-79 år,Ingen flytting (MM0),2097
869646,80 år eller eldre,Ingen flytting (MM0),2097
356899,0-9 år,Ingen flytting (MM0),2098
382956,10-19 år,Ingen flytting (MM0),2098
847259,20-39 år,Ingen flytting (MM0),2098
961599,40-59 år,Ingen flytting (MM0),2098
513622,60-69 år,Ingen flytting (MM0),2098
517597,70-79 år,Ingen flytting (MM0),2098
867624,80 år eller eldre,Ingen flytting (MM0),2098
355524,0-9 år,Ingen flytting (MM0),2099
379313,10-19 år,Ingen flytting (MM0),2099
843898,20-39 år,Ingen flytting (MM0),2099
952748,40-59 år,Ingen flytting (MM0),2099
514293,60-69 år,Ingen flytting (MM0),2099
514025,70-79 år,Ingen flytting (MM0),2099
864365,80 år eller eldre,Ingen flytting (MM0),2099
354282,0-9 år,Ingen flytting (MM0),2100
375852,10-19 år,Ingen flytting (MM0),2100
840328,20-39 år,Ingen flytting (MM0),2100
943880,40-59 år,Ingen flytting (MM0),2100
514896,60-69 år,Ingen flytting (MM0),2100
511007,70-79 år,Ingen flytting (MM0),2100
860751,80 år eller eldre,Ingen flytting (MM0),2100
587714,0-9 år,Konstant levealder (MKM),2022
647020,10-19 år,Konstant levealder (MKM),2022
1450705,20-39 år,Konstant levealder (MKM),2022
1439092,40-59 år,Konstant levealder (MKM),2022
596118,60-69 år,Konstant levealder (MKM),2022
464328,70-79 år,Konstant levealder (MKM),2022
240293,80 år eller eldre,Konstant levealder (MKM),2022
583485,0-9 år,Konstant levealder (MKM),2023
653111,10-19 år,Konstant levealder (MKM),2023
1464724,20-39 år,Konstant levealder (MKM),2023
1446671,40-59 år,Konstant levealder (MKM),2023
602573,60-69 år,Konstant levealder (MKM),2023
476286,70-79 år,Konstant levealder (MKM),2023
248140,80 år eller eldre,Konstant levealder (MKM),2023
579238,0-9 år,Konstant levealder (MKM),2024
654510,10-19 år,Konstant levealder (MKM),2024
1472316,20-39 år,Konstant levealder (MKM),2024
1450864,40-59 år,Konstant levealder (MKM),2024
609667,60-69 år,Konstant levealder (MKM),2024
485897,70-79 år,Konstant levealder (MKM),2024
258082,80 år eller eldre,Konstant levealder (MKM),2024
573768,0-9 år,Konstant levealder (MKM),2025
653504,10-19 år,Konstant levealder (MKM),2025
1472538,20-39 år,Konstant levealder (MKM),2025
1451182,40-59 år,Konstant levealder (MKM),2025
618699,60-69 år,Konstant levealder (MKM),2025
491441,70-79 år,Konstant levealder (MKM),2025
271710,80 år eller eldre,Konstant levealder (MKM),2025
568963,0-9 år,Konstant levealder (MKM),2026
652088,10-19 år,Konstant levealder (MKM),2026
1472078,20-39 år,Konstant levealder (MKM),2026
1451498,40-59 år,Konstant levealder (MKM),2026
627804,60-69 år,Konstant levealder (MKM),2026
496344,70-79 år,Konstant levealder (MKM),2026
285986,80 år eller eldre,Konstant levealder (MKM),2026
564826,0-9 år,Konstant levealder (MKM),2027
648780,10-19 år,Konstant levealder (MKM),2027
1472437,20-39 år,Konstant levealder (MKM),2027
1452080,40-59 år,Konstant levealder (MKM),2027
636547,60-69 år,Konstant levealder (MKM),2027
497504,70-79 år,Konstant levealder (MKM),2027
304272,80 år eller eldre,Konstant levealder (MKM),2027
563753,0-9 år,Konstant levealder (MKM),2028
643224,10-19 år,Konstant levealder (MKM),2028
1472062,20-39 år,Konstant levealder (MKM),2028
1452907,40-59 år,Konstant levealder (MKM),2028
646332,60-69 år,Konstant levealder (MKM),2028
499509,70-79 år,Konstant levealder (MKM),2028
319842,80 år eller eldre,Konstant levealder (MKM),2028
564812,0-9 år,Konstant levealder (MKM),2029
634275,10-19 år,Konstant levealder (MKM),2029
1470659,20-39 år,Konstant levealder (MKM),2029
1454864,40-59 år,Konstant levealder (MKM),2029
656751,60-69 år,Konstant levealder (MKM),2029
503684,70-79 år,Konstant levealder (MKM),2029
333232,80 år eller eldre,Konstant levealder (MKM),2029
566714,0-9 år,Konstant levealder (MKM),2030
623957,10-19 år,Konstant levealder (MKM),2030
1469308,20-39 år,Konstant levealder (MKM),2030
1457009,40-59 år,Konstant levealder (MKM),2030
667293,60-69 år,Konstant levealder (MKM),2030
508881,70-79 år,Konstant levealder (MKM),2030
344784,80 år eller eldre,Konstant levealder (MKM),2030
570513,0-9 år,Konstant levealder (MKM),2031
613172,10-19 år,Konstant levealder (MKM),2031
1465552,20-39 år,Konstant levealder (MKM),2031
1461923,40-59 år,Konstant levealder (MKM),2031
676327,60-69 år,Konstant levealder (MKM),2031
513974,70-79 år,Konstant levealder (MKM),2031
355042,80 år eller eldre,Konstant levealder (MKM),2031
571553,0-9 år,Konstant levealder (MKM),2032
607300,10-19 år,Konstant levealder (MKM),2032
1460702,20-39 år,Konstant levealder (MKM),2032
1465248,40-59 år,Konstant levealder (MKM),2032
685473,60-69 år,Konstant levealder (MKM),2032
520362,70-79 år,Konstant levealder (MKM),2032
363280,80 år eller eldre,Konstant levealder (MKM),2032
574686,0-9 år,Konstant levealder (MKM),2033
600349,10-19 år,Konstant levealder (MKM),2033
1456092,20-39 år,Konstant levealder (MKM),2033
1467828,40-59 år,Konstant levealder (MKM),2033
693621,60-69 år,Konstant levealder (MKM),2033
525542,70-79 år,Konstant levealder (MKM),2033
372228,80 år eller eldre,Konstant levealder (MKM),2033
578553,0-9 år,Konstant levealder (MKM),2034
594959,10-19 år,Konstant levealder (MKM),2034
1450647,20-39 år,Konstant levealder (MKM),2034
1471768,40-59 år,Konstant levealder (MKM),2034
697924,60-69 år,Konstant levealder (MKM),2034
531489,70-79 år,Konstant levealder (MKM),2034
380501,80 år eller eldre,Konstant levealder (MKM),2034
582876,0-9 år,Konstant levealder (MKM),2035
