Alternativer,Alder,Befolkning,År
Ingen nettoinnvandring (MME),Over 66,1369151,2045.0
Ingen nettoinnvandring (MME),Over 66,1380495,2046.0
Ingen nettoinnvandring (MME),Over 66,1391659,2047.0
Ingen nettoinnvandring (MME),Over 66,1403212,2048.0
Ingen nettoinnvandring (MME),Over 66,1413586,2049.0
Ingen nettoinnvandring (MME),Over 66,1424727,2050.0
Ingen nettoinnvandring (MME),Over 66,1434888,2051.0
Ingen nettoinnvandring (MME),Over 66,1444894,2052.0
Ingen nettoinnvandring (MME),Over 66,1455258,2053.0
Ingen nettoinnvandring (MME),Over 66,1466237,2054.0
Ingen nettoinnvandring (MME),Over 66,1477286,2055.0
Ingen nettoinnvandring (MME),Over 66,1490525,2056.0
Ingen nettoinnvandring (MME),Over 66,1503971,2057.0
Ingen nettoinnvandring (MME),Over 66,1518023,2058.0
Ingen nettoinnvandring (MME),Over 66,1530790,2059.0
Ingen nettoinnvandring (MME),Over 66,1542049,2060.0
Ingen nettoinnvandring (MME),Over 66,1551738,2061.0
Ingen nettoinnvandring (MME),Over 66,1560626,2062.0
Ingen nettoinnvandring (MME),Over 66,1569164,2063.0
Ingen nettoinnvandring (MME),Over 66,1577659,2064.0
Ingen nettoinnvandring (MME),Over 66,1584471,2065.0
Ingen nettoinnvandring (MME),Over 66,1589692,2066.0
Ingen nettoinnvandring (MME),Over 66,1595378,2067.0
Ingen nettoinnvandring (MME),Over 66,1600969,2068.0
Ingen nettoinnvandring (MME),Over 66,1604270,2069.0
Ingen nettoinnvandring (MME),Over 66,1606520,2070.0
Ingen nettoinnvandring (MME),Over 66,1609808,2071.0
Ingen nettoinnvandring (MME),Over 66,1613524,2072.0
Ingen nettoinnvandring (MME),Over 66,1617083,2073.0
Ingen nettoinnvandring (MME),Over 66,1622028,2074.0
Ingen nettoinnvandring (MME),Over 66,1626625,2075.0
Ingen nettoinnvandring (MME),Over 66,1632586,2076.0
Ingen nettoinnvandring (MME),Over 66,1639058,2077.0
Ingen nettoinnvandring (MME),Over 66,1644321,2078.0
Ingen nettoinnvandring (MME),Over 66,1647793,2079.0
Ingen nettoinnvandring (MME),Over 66,1650422,2080.0
Ingen nettoinnvandring (MME),Over 66,1651034,2081.0
Ingen nettoinnvandring (MME),Over 66,1650939,2082.0
Ingen nettoinnvandring (MME),Over 66,1650031,2083.0
Ingen nettoinnvandring (MME),Over 66,1648578,2084.0
Ingen nettoinnvandring (MME),Over 66,1644501,2085.0
Ingen nettoinnvandring (MME),Over 66,1638717,2086.0
Ingen nettoinnvandring (MME),Over 66,1632258,2087.0
Ingen nettoinnvandring (MME),Over 66,1624407,2088.0
Ingen nettoinnvandring (MME),Over 66,1619336,2089.0
Ingen nettoinnvandring (MME),Over 66,1613078,2090.0
Ingen nettoinnvandring (MME),Over 66,1606234,2091.0
Ingen nettoinnvandring (MME),Over 66,1599005,2092.0
Ingen nettoinnvandring (MME),Over 66,1591982,2093.0
Ingen nettoinnvandring (MME),Over 66,1585458,2094.0
Ingen nettoinnvandring (MME),Over 66,1579399,2095.0
Ingen nettoinnvandring (MME),Over 66,1573764,2096.0
Ingen nettoinnvandring (MME),Over 66,1568503,2097.0
Ingen nettoinnvandring (MME),Over 66,1563638,2098.0
Ingen nettoinnvandring (MME),Over 66,1559139,2099.0
Ingen nettoinnvandring (MME),Over 66,1555024,2100.0
Ingen flytting (MM0),Over 66,870963,2022.0
Ingen flytting (MM0),Over 66,893114,2023.0
Ingen flytting (MM0),Over 66,916517,2024.0
Ingen flytting (MM0),Over 66,938930,2025.0
Ingen flytting (MM0),Over 66,962309,2026.0
Ingen flytting (MM0),Over 66,985760,2027.0
Ingen flytting (MM0),Over 66,1008665,2028.0
Ingen flytting (MM0),Over 66,1031661,2029.0
Ingen flytting (MM0),Over 66,1055001,2030.0
Ingen flytting (MM0),Over 66,1079169,2031.0
Ingen flytting (MM0),Over 66,1105233,2032.0
Ingen flytting (MM0),Over 66,1131676,2033.0
Ingen flytting (MM0),Over 66,1158345,2034.0
Ingen flytting (MM0),Over 66,1184608,2035.0
Ingen flytting (MM0),Over 66,1211922,2036.0
Ingen flytting (MM0),Over 66,1239031,2037.0
Ingen flytting (MM0),Over 66,1263926,2038.0
Ingen flytting (MM0),Over 66,1288815,2039.0
Ingen flytting (MM0),Over 66,1312908,2040.0
Ingen flytting (MM0),Over 66,1333977,2041.0
Ingen flytting (MM0),Over 66,1354353,2042.0
Ingen flytting (MM0),Over 66,1371454,2043.0
Ingen flytting (MM0),Over 66,1386139,2044.0
Ingen flytting (MM0),Over 66,1398917,2045.0
Ingen flytting (MM0),Over 66,1412938,2046.0
Ingen flytting (MM0),Over 66,1426941,2047.0
Ingen flytting (MM0),Over 66,1441580,2048.0
Ingen flytting (MM0),Over 66,1454926,2049.0
Ingen flytting (MM0),Over 66,1469286,2050.0
Ingen flytting (MM0),Over 66,1482825,2051.0
Ingen flytting (MM0),Over 66,1496186,2052.0
Ingen flytting (MM0),Over 66,1510061,2053.0
Ingen flytting (MM0),Over 66,1524545,2054.0
Ingen flytting (MM0),Over 66,1538870,2055.0
Ingen flytting (MM0),Over 66,1555368,2056.0
Ingen flytting (MM0),Over 66,1571772,2057.0
Ingen flytting (MM0),Over 66,1588471,2058.0
Ingen flytting (MM0),Over 66,1603362,2059.0
Ingen flytting (MM0),Over 66,1616335,2060.0
Ingen flytting (MM0),Over 66,1627059,2061.0
Ingen flytting (MM0),Over 66,1636204,2062.0
Ingen flytting (MM0),Over 66,1644480,2063.0
Ingen flytting (MM0),Over 66,1652119,2064.0
Ingen flytting (MM0),Over 66,1657217,2065.0
Ingen flytting (MM0),Over 66,1660131,2066.0
Ingen flytting (MM0),Over 66,1663185,2067.0
Ingen flytting (MM0),Over 66,1665980,2068.0
Ingen flytting (MM0),Over 66,1666013,2069.0
Ingen flytting (MM0),Over 66,1664779,2070.0
Ingen flytting (MM0),Over 66,1664682,2071.0
Ingen flytting (MM0),Over 66,1664968,2072.0
Ingen flytting (MM0),Over 66,1665063,2073.0
Ingen flytting (MM0),Over 66,1666691,2074.0
Ingen flytting (MM0),Over 66,1667936,2075.0
Ingen flytting (MM0),Over 66,1670746,2076.0
Ingen flytting (MM0),Over 66,1674153,2077.0
Ingen flytting (MM0),Over 66,1676283,2078.0
Ingen flytting (MM0),Over 66,1676392,2079.0
Ingen flytting (MM0),Over 66,1675648,2080.0
Ingen flytting (MM0),Over 66,1672763,2081.0
Ingen flytting (MM0),Over 66,1669306,2082.0
Ingen flytting (MM0),Over 66,1665264,2083.0
Ingen flytting (MM0),Over 66,1660935,2084.0
Ingen flytting (MM0),Over 66,1654014,2085.0
Ingen flytting (MM0),Over 66,1645372,2086.0
Ingen flytting (MM0),Over 66,1636117,2087.0
Ingen flytting (MM0),Over 66,1625242,2088.0
Ingen flytting (MM0),Over 66,1617410,2089.0
Ingen flytting (MM0),Over 66,1608197,2090.0
Ingen flytting (MM0),Over 66,1598587,2091.0
Ingen flytting (MM0),Over 66,1588586,2092.0
Ingen flytting (MM0),Over 66,1578890,2093.0
Ingen flytting (MM0),Over 66,1569756,2094.0
Ingen flytting (MM0),Over 66,1561131,2095.0
Ingen flytting (MM0),Over 66,1552938,2096.0
Ingen flytting (MM0),Over 66,1545149,2097.0
Ingen flytting (MM0),Over 66,1537778,2098.0
Ingen flytting (MM0),Over 66,1530771,2099.0
Ingen flytting (MM0),Over 66,1524130,2100.0
Konstant levealder (MKM),Over 66,870963,2022.0
Konstant levealder (MKM),Over 66,893054,2023.0
Konstant levealder (MKM),Over 66,915615,2024.0
Konstant levealder (MKM),Over 66,936433,2025.0
Konstant levealder (MKM),Over 66,957469,2026.0
Konstant levealder (MKM),Over 66,977860,2027.0
Konstant levealder (MKM),Over 66,996966,2028.0
Konstant levealder (MKM),Over 66,1015446,2029.0
Konstant levealder (MKM),Over 66,1033526,2030.0
Konstant levealder (MKM),Over 66,1051740,2031.0
Konstant levealder (MKM),Over 66,1071168,2032.0
Konstant levealder (MKM),Over 66,1090295,2033.0
Konstant levealder (MKM),Over 66,1109065,2034.0
Konstant levealder (MKM),Over 66,1126880,2035.0
Konstant levealder (MKM),Over 66,1145179,2036.0
Konstant levealder (MKM),Over 66,1162836,2037.0
Konstant levealder (MKM),Over 66,1177809,2038.0
Konstant levealder (MKM),Over 66,1192452,2039.0
Konstant levealder (MKM),Over 66,1205969,2040.0
Konstant levealder (MKM),Over 66,1216328,2041.0
Konstant levealder (MKM),Over 66,1225641,2042.0
Konstant levealder (MKM),Over 66,1231582,2043.0
Konstant levealder (MKM),Over 66,1235016,2044.0
Konstant levealder (MKM),Over 66,1236425,2045.0
Konstant levealder (MKM),Over 66,1238778,2046.0
Konstant levealder (MKM),Over 66,1240926,2047.0
Konstant levealder (MKM),Over 66,1243447,2048.0
Konstant levealder (MKM),Over 66,1244842,2049.0
Konstant levealder (MKM),Over 66,1247028,2050.0
Konstant levealder (MKM),Over 66,1248365,2051.0
Konstant levealder (MKM),Over 66,1249692,2052.0
Konstant levealder (MKM),Over 66,1251524,2053.0
Konstant levealder (MKM),Over 66,1254186,2054.0
Konstant levealder (MKM),Over 66,1257179,2055.0
Konstant levealder (MKM),Over 66,1262581,2056.0
Konstant levealder (MKM),Over 66,1268530,2057.0
Konstant levealder (MKM),Over 66,1275461,2058.0
Konstant levealder (MKM),Over 66,1281599,2059.0
Konstant levealder (MKM),Over 66,1286814,2060.0
Konstant levealder (MKM),Over 66,1291084,2061.0
Konstant levealder (MKM),Over 66,1295094,2062.0
Konstant levealder (MKM),Over 66,1299282,2063.0
Konstant levealder (MKM),Over 66,1303871,2064.0
Konstant levealder (MKM),Over 66,1307205,2065.0
Konstant levealder (MKM),Over 66,1309247,2066.0
Konstant levealder (MKM),Over 66,1311841,2067.0
Konstant levealder (MKM),Over 66,1314326,2068.0
Konstant levealder (MKM),Over 66,1314569,2069.0
Konstant levealder (MKM),Over 66,1313680,2070.0
Konstant levealder (MKM),Over 66,1313571,2071.0
Konstant levealder (MKM),Over 66,1313711,2072.0
Konstant levealder (MKM),Over 66,1313585,2073.0
Konstant levealder (MKM),Over 66,1314570,2074.0
Konstant levealder (MKM),Over 66,1315024,2075.0
Konstant levealder (MKM),Over 66,1316574,2076.0
Konstant levealder (MKM),Over 66,1318519,2077.0
Konstant levealder (MKM),Over 66,1319314,2078.0
Konstant levealder (MKM),Over 66,1318469,2079.0
Konstant levealder (MKM),Over 66,1316984,2080.0
Konstant levealder (MKM),Over 66,1313832,2081.0
Konstant levealder (MKM),Over 66,1310279,2082.0
Konstant levealder (MKM),Over 66,1306302,2083.0
Konstant levealder (MKM),Over 66,1302170,2084.0
Konstant levealder (MKM),Over 66,1295981,2085.0
Konstant levealder (MKM),Over 66,1288578,2086.0
Konstant levealder (MKM),Over 66,1280948,2087.0
Konstant levealder (MKM),Over 66,1272353,2088.0
Konstant levealder (MKM),Over 66,1266616,2089.0
Konstant levealder (MKM),Over 66,1259878,2090.0
Konstant levealder (MKM),Over 66,1253196,2091.0
Konstant levealder (MKM),Over 66,1246767,2092.0
Konstant levealder (MKM),Over 66,1240799,2093.0
Konstant levealder (MKM),Over 66,1235466,2094.0
Konstant levealder (MKM),Over 66,1230731,2095.0
Konstant levealder (MKM),Over 66,1226571,2096.0
Konstant levealder (MKM),Over 66,1222862,2097.0
Konstant levealder (MKM),Over 66,1219672,2098.0
Konstant levealder (MKM),Over 66,1217028,2099.0
Konstant levealder (MKM),Over 66,1214979,2100.0
Konstant innvandring (MMK),Over 66,870963,2022.0
Konstant innvandring (MMK),Over 66,893054,2023.0
Konstant innvandring (MMK),Over 66,916300,2024.0
Konstant innvandring (MMK),Over 66,938469,2025.0
Konstant innvandring (MMK),Over 66,961527,2026.0
Konstant innvandring (MMK),Over 66,984589,2027.0
Konstant innvandring (MMK),Over 66,1007025,2028.0
Konstant innvandring (MMK),Over 66,1029478,2029.0
Konstant innvandring (MMK),Over 66,1052162,2030.0
Konstant innvandring (MMK),Over 66,1075602,2031.0
Konstant innvandring (MMK),Over 66,1100868,2032.0
Konstant innvandring (MMK),Over 66,1126421,2033.0
Konstant innvandring (MMK),Over 66,1152165,2034.0
Konstant innvandring (MMK),Over 66,1177448,2035.0
Konstant innvandring (MMK),Over 66,1203707,2036.0
Konstant innvandring (MMK),Over 66,1229745,2037.0
Konstant innvandring (MMK),Over 66,1253442,2038.0
Konstant innvandring (MMK),Over 66,1277130,2039.0
Konstant innvandring (MMK),Over 66,1299985,2040.0
Konstant innvandring (MMK),Over 66,1319884,2041.0
Konstant innvandring (MMK),Over 66,1338952,2042.0
Konstant innvandring (MMK),Over 66,1354794,2043.0
Konstant innvandring (MMK),Over 66,1368262,2044.0
Konstant innvandring (MMK),Over 66,1379835,2045.0
Konstant innvandring (MMK),Over 66,1392560,2046.0
Konstant innvandring (MMK),Over 66,1405260,2047.0
Konstant innvandring (MMK),Over 66,1418521,2048.0
Konstant innvandring (MMK),Over 66,1430756,2049.0
Konstant innvandring (MMK),Over 66,1443965,2050.0
Konstant innvandring (MMK),Over 66,1456401,2051.0
Konstant innvandring (MMK),Over 66,1468907,2052.0
Konstant innvandring (MMK),Over 66,1481993,2053.0
Konstant innvandring (MMK),Over 66,1495967,2054.0
Konstant innvandring (MMK),Over 66,1510268,2055.0
Konstant innvandring (MMK),Over 66,1527044,2056.0
Konstant innvandring (MMK),Over 66,1544338,2057.0
Konstant innvandring (MMK),Over 66,1562548,2058.0
Konstant innvandring (MMK),Over 66,1579823,2059.0
Konstant innvandring (MMK),Over 66,1595970,2060.0
Konstant innvandring (MMK),Over 66,1610945,2061.0
Konstant innvandring (MMK),Over 66,1625448,2062.0
Konstant innvandring (MMK),Over 66,1639952,2063.0
Konstant innvandring (MMK),Over 66,1654738,2064.0
Konstant innvandring (MMK),Over 66,1668091,2065.0
Konstant innvandring (MMK),Over 66,1680027,2066.0
Konstant innvandring (MMK),Over 66,1692559,2067.0
Konstant innvandring (MMK),Over 66,1705082,2068.0
Konstant innvandring (MMK),Over 66,1715381,2069.0
Konstant innvandring (MMK),Over 66,1724696,2070.0
Konstant innvandring (MMK),Over 66,1735104,2071.0
Konstant innvandring (MMK),Over 66,1746071,2072.0
Konstant innvandring (MMK),Over 66,1757053,2073.0
Konstant innvandring (MMK),Over 66,1769517,2074.0
Konstant innvandring (MMK),Over 66,1781650,2075.0
Konstant innvandring (MMK),Over 66,1795149,2076.0
Konstant innvandring (MMK),Over 66,1809194,2077.0
Konstant innvandring (MMK),Over 66,1822045,2078.0
Konstant innvandring (MMK),Over 66,1833108,2079.0
Konstant innvandring (MMK),Over 66,1843331,2080.0
Konstant innvandring (MMK),Over 66,1851529,2081.0
Konstant innvandring (MMK),Over 66,1859002,2082.0
Konstant innvandring (MMK),Over 66,1865659,2083.0
Konstant innvandring (MMK),Over 66,1871723,2084.0
Konstant innvandring (MMK),Over 66,1875137,2085.0
Konstant innvandring (MMK),Over 66,1876775,2086.0
Konstant innvandring (MMK),Over 66,1877699,2087.0
Konstant innvandring (MMK),Over 66,1877150,2088.0
Konstant innvandring (MMK),Over 66,1879302,2089.0
Konstant innvandring (MMK),Over 66,1880064,2090.0
Konstant innvandring (MMK),Over 66,1880650,2091.0
Konstant innvandring (MMK),Over 66,1881319,2092.0
Konstant innvandring (MMK),Over 66,1882343,2093.0
Konstant innvandring (MMK),Over 66,1883956,2094.0
Konstant innvandring (MMK),Over 66,1886152,2095.0
Konstant innvandring (MMK),Over 66,1888913,2096.0
Konstant innvandring (MMK),Over 66,1892108,2097.0
Konstant innvandring (MMK),Over 66,1895808,2098.0
Konstant innvandring (MMK),Over 66,1900020,2099.0
Konstant innvandring (MMK),Over 66,1904736,2100.0
