Alternativer,Alder,Befolkning,År
Høy innvandring (MMH),Mellom 20 og 66,3454568,2028.0
Høy innvandring (MMH),Mellom 20 og 66,3471009,2029.0
Høy innvandring (MMH),Mellom 20 og 66,3487820,2030.0
Høy innvandring (MMH),Mellom 20 og 66,3502406,2031.0
Høy innvandring (MMH),Mellom 20 og 66,3512723,2032.0
Høy innvandring (MMH),Mellom 20 og 66,3521675,2033.0
Høy innvandring (MMH),Mellom 20 og 66,3528108,2034.0
Høy innvandring (MMH),Mellom 20 og 66,3534044,2035.0
Høy innvandring (MMH),Mellom 20 og 66,3538002,2036.0
Høy innvandring (MMH),Mellom 20 og 66,3541380,2037.0
Høy innvandring (MMH),Mellom 20 og 66,3544042,2038.0
Høy innvandring (MMH),Mellom 20 og 66,3544575,2039.0
Høy innvandring (MMH),Mellom 20 og 66,3544964,2040.0
Høy innvandring (MMH),Mellom 20 og 66,3546445,2041.0
Høy innvandring (MMH),Mellom 20 og 66,3551586,2042.0
Høy innvandring (MMH),Mellom 20 og 66,3558032,2043.0
Høy innvandring (MMH),Mellom 20 og 66,3566666,2044.0
Høy innvandring (MMH),Mellom 20 og 66,3577335,2045.0
Høy innvandring (MMH),Mellom 20 og 66,3587210,2046.0
Høy innvandring (MMH),Mellom 20 og 66,3597507,2047.0
Høy innvandring (MMH),Mellom 20 og 66,3607576,2048.0
Høy innvandring (MMH),Mellom 20 og 66,3618934,2049.0
Høy innvandring (MMH),Mellom 20 og 66,3629363,2050.0
Høy innvandring (MMH),Mellom 20 og 66,3640719,2051.0
Høy innvandring (MMH),Mellom 20 og 66,3652217,2052.0
Høy innvandring (MMH),Mellom 20 og 66,3663408,2053.0
Høy innvandring (MMH),Mellom 20 og 66,3673999,2054.0
Høy innvandring (MMH),Mellom 20 og 66,3684429,2055.0
Høy innvandring (MMH),Mellom 20 og 66,3692651,2056.0
Høy innvandring (MMH),Mellom 20 og 66,3700697,2057.0
Høy innvandring (MMH),Mellom 20 og 66,3707503,2058.0
Høy innvandring (MMH),Mellom 20 og 66,3714928,2059.0
Høy innvandring (MMH),Mellom 20 og 66,3723120,2060.0
Høy innvandring (MMH),Mellom 20 og 66,3732128,2061.0
Høy innvandring (MMH),Mellom 20 og 66,3741173,2062.0
Høy innvandring (MMH),Mellom 20 og 66,3749804,2063.0
Høy innvandring (MMH),Mellom 20 og 66,3757790,2064.0
Høy innvandring (MMH),Mellom 20 og 66,3766847,2065.0
Høy innvandring (MMH),Mellom 20 og 66,3777088,2066.0
Høy innvandring (MMH),Mellom 20 og 66,3786590,2067.0
Høy innvandring (MMH),Mellom 20 og 66,3796040,2068.0
Høy innvandring (MMH),Mellom 20 og 66,3807723,2069.0
Høy innvandring (MMH),Mellom 20 og 66,3820436,2070.0
Høy innvandring (MMH),Mellom 20 og 66,3832141,2071.0
Høy innvandring (MMH),Mellom 20 og 66,3843360,2072.0
Høy innvandring (MMH),Mellom 20 og 66,3854622,2073.0
Høy innvandring (MMH),Mellom 20 og 66,3864519,2074.0
Høy innvandring (MMH),Mellom 20 og 66,3874910,2075.0
Høy innvandring (MMH),Mellom 20 og 66,3884118,2076.0
Høy innvandring (MMH),Mellom 20 og 66,3892942,2077.0
Høy innvandring (MMH),Mellom 20 og 66,3903082,2078.0
Høy innvandring (MMH),Mellom 20 og 66,3915078,2079.0
Høy innvandring (MMH),Mellom 20 og 66,3927946,2080.0
Høy innvandring (MMH),Mellom 20 og 66,3942839,2081.0
Høy innvandring (MMH),Mellom 20 og 66,3958462,2082.0
Høy innvandring (MMH),Mellom 20 og 66,3974901,2083.0
Høy innvandring (MMH),Mellom 20 og 66,3991917,2084.0
Høy innvandring (MMH),Mellom 20 og 66,4011587,2085.0
Høy innvandring (MMH),Mellom 20 og 66,4033042,2086.0
Høy innvandring (MMH),Mellom 20 og 66,4055277,2087.0
Høy innvandring (MMH),Mellom 20 og 66,4079038,2088.0
Høy innvandring (MMH),Mellom 20 og 66,4100185,2089.0
Høy innvandring (MMH),Mellom 20 og 66,4122955,2090.0
Høy innvandring (MMH),Mellom 20 og 66,4145747,2091.0
Høy innvandring (MMH),Mellom 20 og 66,4168343,2092.0
Høy innvandring (MMH),Mellom 20 og 66,4190520,2093.0
Høy innvandring (MMH),Mellom 20 og 66,4212219,2094.0
Høy innvandring (MMH),Mellom 20 og 66,4233498,2095.0
Høy innvandring (MMH),Mellom 20 og 66,4254338,2096.0
Høy innvandring (MMH),Mellom 20 og 66,4274895,2097.0
Høy innvandring (MMH),Mellom 20 og 66,4295045,2098.0
Høy innvandring (MMH),Mellom 20 og 66,4314742,2099.0
Høy innvandring (MMH),Mellom 20 og 66,4333943,2100.0
Sterk aldring (LHL),Mellom 20 og 66,3319573,2022.0
Sterk aldring (LHL),Mellom 20 og 66,3335883,2023.0
Sterk aldring (LHL),Mellom 20 og 66,3339648,2024.0
Sterk aldring (LHL),Mellom 20 og 66,3343997,2025.0
Sterk aldring (LHL),Mellom 20 og 66,3347516,2026.0
Sterk aldring (LHL),Mellom 20 og 66,3352235,2027.0
Sterk aldring (LHL),Mellom 20 og 66,3356938,2028.0
Sterk aldring (LHL),Mellom 20 og 66,3362961,2029.0
Sterk aldring (LHL),Mellom 20 og 66,3368855,2030.0
Sterk aldring (LHL),Mellom 20 og 66,3372163,2031.0
Sterk aldring (LHL),Mellom 20 og 66,3371001,2032.0
Sterk aldring (LHL),Mellom 20 og 66,3368203,2033.0
Sterk aldring (LHL),Mellom 20 og 66,3362492,2034.0
Sterk aldring (LHL),Mellom 20 og 66,3355934,2035.0
Sterk aldring (LHL),Mellom 20 og 66,3346974,2036.0
Sterk aldring (LHL),Mellom 20 og 66,3337077,2037.0
Sterk aldring (LHL),Mellom 20 og 66,3325976,2038.0
Sterk aldring (LHL),Mellom 20 og 66,3312356,2039.0
Sterk aldring (LHL),Mellom 20 og 66,3298188,2040.0
Sterk aldring (LHL),Mellom 20 og 66,3284761,2041.0
Sterk aldring (LHL),Mellom 20 og 66,3274495,2042.0
Sterk aldring (LHL),Mellom 20 og 66,3258661,2043.0
Sterk aldring (LHL),Mellom 20 og 66,3244903,2044.0
Sterk aldring (LHL),Mellom 20 og 66,3232570,2045.0
Sterk aldring (LHL),Mellom 20 og 66,3218445,2046.0
Sterk aldring (LHL),Mellom 20 og 66,3203652,2047.0
Sterk aldring (LHL),Mellom 20 og 66,3187634,2048.0
Sterk aldring (LHL),Mellom 20 og 66,3171917,2049.0
Sterk aldring (LHL),Mellom 20 og 66,3154496,2050.0
Sterk aldring (LHL),Mellom 20 og 66,3137145,2051.0
Sterk aldring (LHL),Mellom 20 og 66,3119096,2052.0
Sterk aldring (LHL),Mellom 20 og 66,3099859,2053.0
Sterk aldring (LHL),Mellom 20 og 66,3079179,2054.0
Sterk aldring (LHL),Mellom 20 og 66,3057603,2055.0
Sterk aldring (LHL),Mellom 20 og 66,3033075,2056.0
Sterk aldring (LHL),Mellom 20 og 66,3007603,2057.0
Sterk aldring (LHL),Mellom 20 og 66,2980781,2058.0
Sterk aldring (LHL),Mellom 20 og 66,2954507,2059.0
Sterk aldring (LHL),Mellom 20 og 66,2928992,2060.0
Sterk aldring (LHL),Mellom 20 og 66,2904298,2061.0
Sterk aldring (LHL),Mellom 20 og 66,2879730,2062.0
Sterk aldring (LHL),Mellom 20 og 66,2854802,2063.0
Sterk aldring (LHL),Mellom 20 og 66,2829253,2064.0
Sterk aldring (LHL),Mellom 20 og 66,2804769,2065.0
Sterk aldring (LHL),Mellom 20 og 66,2781333,2066.0
Sterk aldring (LHL),Mellom 20 og 66,2756891,2067.0
Sterk aldring (LHL),Mellom 20 og 66,2732049,2068.0
Sterk aldring (LHL),Mellom 20 og 66,2709062,2069.0
Sterk aldring (LHL),Mellom 20 og 66,2686652,2070.0
Sterk aldring (LHL),Mellom 20 og 66,2662725,2071.0
Sterk aldring (LHL),Mellom 20 og 66,2637837,2072.0
Sterk aldring (LHL),Mellom 20 og 66,2612527,2073.0
Sterk aldring (LHL),Mellom 20 og 66,2585255,2074.0
Sterk aldring (LHL),Mellom 20 og 66,2557751,2075.0
Sterk aldring (LHL),Mellom 20 og 66,2528280,2076.0
Sterk aldring (LHL),Mellom 20 og 66,2497648,2077.0
Sterk aldring (LHL),Mellom 20 og 66,2467566,2078.0
Sterk aldring (LHL),Mellom 20 og 66,2438630,2079.0
Sterk aldring (LHL),Mellom 20 og 66,2409888,2080.0
Sterk aldring (LHL),Mellom 20 og 66,2382527,2081.0
Sterk aldring (LHL),Mellom 20 og 66,2355256,2082.0
Sterk aldring (LHL),Mellom 20 og 66,2328187,2083.0
Sterk aldring (LHL),Mellom 20 og 66,2301137,2084.0
Sterk aldring (LHL),Mellom 20 og 66,2276230,2085.0
Sterk aldring (LHL),Mellom 20 og 66,2252641,2086.0
Sterk aldring (LHL),Mellom 20 og 66,2229420,2087.0
Sterk aldring (LHL),Mellom 20 og 66,2207376,2088.0
Sterk aldring (LHL),Mellom 20 og 66,2182447,2089.0
Sterk aldring (LHL),Mellom 20 og 66,2164739,2090.0
Sterk aldring (LHL),Mellom 20 og 66,2146636,2091.0
Sterk aldring (LHL),Mellom 20 og 66,2128412,2092.0
Sterk aldring (LHL),Mellom 20 og 66,2110218,2093.0
Sterk aldring (LHL),Mellom 20 og 66,2092043,2094.0
Sterk aldring (LHL),Mellom 20 og 66,2073915,2095.0
Sterk aldring (LHL),Mellom 20 og 66,2055842,2096.0
Sterk aldring (LHL),Mellom 20 og 66,2037847,2097.0
Sterk aldring (LHL),Mellom 20 og 66,2019861,2098.0
Sterk aldring (LHL),Mellom 20 og 66,2001835,2099.0
Sterk aldring (LHL),Mellom 20 og 66,1983736,2100.0
Svak aldring (HLH),Mellom 20 og 66,3319573,2022.0
Svak aldring (HLH),Mellom 20 og 66,3365392,2023.0
Svak aldring (HLH),Mellom 20 og 66,3392926,2024.0
Svak aldring (HLH),Mellom 20 og 66,3412787,2025.0
Svak aldring (HLH),Mellom 20 og 66,3424609,2026.0
Svak aldring (HLH),Mellom 20 og 66,3438288,2027.0
Svak aldring (HLH),Mellom 20 og 66,3452430,2028.0
Svak aldring (HLH),Mellom 20 og 66,3468396,2029.0
Svak aldring (HLH),Mellom 20 og 66,3484699,2030.0
Svak aldring (HLH),Mellom 20 og 66,3498787,2031.0
Svak aldring (HLH),Mellom 20 og 66,3508616,2032.0
Svak aldring (HLH),Mellom 20 og 66,3517035,2033.0
Svak aldring (HLH),Mellom 20 og 66,3522996,2034.0
Svak aldring (HLH),Mellom 20 og 66,3528447,2035.0
Svak aldring (HLH),Mellom 20 og 66,3531902,2036.0
Svak aldring (HLH),Mellom 20 og 66,3534815,2037.0
Svak aldring (HLH),Mellom 20 og 66,3537015,2038.0
Svak aldring (HLH),Mellom 20 og 66,3537096,2039.0
Svak aldring (HLH),Mellom 20 og 66,3537048,2040.0
Svak aldring (HLH),Mellom 20 og 66,3538115,2041.0
Svak aldring (HLH),Mellom 20 og 66,3542842,2042.0
Svak aldring (HLH),Mellom 20 og 66,3551849,2043.0
Svak aldring (HLH),Mellom 20 og 66,3564466,2044.0
Svak aldring (HLH),Mellom 20 og 66,3580219,2045.0
Svak aldring (HLH),Mellom 20 og 66,3595520,2046.0
Svak aldring (HLH),Mellom 20 og 66,3611236,2047.0
Svak aldring (HLH),Mellom 20 og 66,3626715,2048.0
Svak aldring (HLH),Mellom 20 og 66,3643363,2049.0
Svak aldring (HLH),Mellom 20 og 66,3659070,2050.0
Svak aldring (HLH),Mellom 20 og 66,3675669,2051.0
Svak aldring (HLH),Mellom 20 og 66,3692380,2052.0
Svak aldring (HLH),Mellom 20 og 66,3708744,2053.0
Svak aldring (HLH),Mellom 20 og 66,3724525,2054.0
Svak aldring (HLH),Mellom 20 og 66,3740078,2055.0
Svak aldring (HLH),Mellom 20 og 66,3753482,2056.0
Svak aldring (HLH),Mellom 20 og 66,3766712,2057.0
Svak aldring (HLH),Mellom 20 og 66,3779715,2058.0
Svak aldring (HLH),Mellom 20 og 66,3793360,2059.0
Svak aldring (HLH),Mellom 20 og 66,3807771,2060.0
Svak aldring (HLH),Mellom 20 og 66,3822966,2061.0
Svak aldring (HLH),Mellom 20 og 66,3838198,2062.0
Svak aldring (HLH),Mellom 20 og 66,3853001,2063.0
Svak aldring (HLH),Mellom 20 og 66,3867154,2064.0
Svak aldring (HLH),Mellom 20 og 66,3882392,2065.0
Svak aldring (HLH),Mellom 20 og 66,3898830,2066.0
Svak aldring (HLH),Mellom 20 og 66,3914600,2067.0
Svak aldring (HLH),Mellom 20 og 66,3930409,2068.0
Svak aldring (HLH),Mellom 20 og 66,3948539,2069.0
Svak aldring (HLH),Mellom 20 og 66,3967920,2070.0
Svak aldring (HLH),Mellom 20 og 66,3986564,2071.0
Svak aldring (HLH),Mellom 20 og 66,4005037,2072.0
Svak aldring (HLH),Mellom 20 og 66,4023918,2073.0
Svak aldring (HLH),Mellom 20 og 66,4041872,2074.0
Svak aldring (HLH),Mellom 20 og 66,4060765,2075.0
Svak aldring (HLH),Mellom 20 og 66,4078915,2076.0
Svak aldring (HLH),Mellom 20 og 66,4097075,2077.0
Svak aldring (HLH),Mellom 20 og 66,4116942,2078.0
Svak aldring (HLH),Mellom 20 og 66,4138969,2079.0
Svak aldring (HLH),Mellom 20 og 66,4162127,2080.0
Svak aldring (HLH),Mellom 20 og 66,4187494,2081.0
Svak aldring (HLH),Mellom 20 og 66,4213825,2082.0
Svak aldring (HLH),Mellom 20 og 66,4241100,2083.0
Svak aldring (HLH),Mellom 20 og 66,4269096,2084.0
Svak aldring (HLH),Mellom 20 og 66,4299839,2085.0
Svak aldring (HLH),Mellom 20 og 66,4332486,2086.0
Svak aldring (HLH),Mellom 20 og 66,4365976,2087.0
Svak aldring (HLH),Mellom 20 og 66,4401070,2088.0
Svak aldring (HLH),Mellom 20 og 66,4433678,2089.0
Svak aldring (HLH),Mellom 20 og 66,4465332,2090.0
Svak aldring (HLH),Mellom 20 og 66,4495852,2091.0
Svak aldring (HLH),Mellom 20 og 66,4525267,2092.0
Svak aldring (HLH),Mellom 20 og 66,4553987,2093.0
Svak aldring (HLH),Mellom 20 og 66,4582310,2094.0
Svak aldring (HLH),Mellom 20 og 66,4610298,2095.0
Svak aldring (HLH),Mellom 20 og 66,4637961,2096.0
Svak aldring (HLH),Mellom 20 og 66,4665419,2097.0
Svak aldring (HLH),Mellom 20 og 66,4692604,2098.0
Svak aldring (HLH),Mellom 20 og 66,4719463,2099.0
Svak aldring (HLH),Mellom 20 og 66,4745938,2100.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3319573,2022.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3317486,2023.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3315309,2024.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3314453,2025.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3312242,2026.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3311268,2027.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3310133,2028.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3310071,2029.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3309866,2030.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3307080,2031.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3299888,2032.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3291008,2033.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3279190,2034.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3266569,2035.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3251632,2036.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3235839,2037.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3218985,2038.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3199693,2039.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3179966,2040.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3161074,2041.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3145551,2042.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3131375,2043.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3118320,2044.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3106109,2045.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3092388,2046.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3078654,2047.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3064302,2048.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3050863,2049.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3036342,2050.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3022537,2051.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,3008617,2052.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2994129,2053.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2978827,2054.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2963322,2055.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2945563,2056.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2927558,2057.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2908309,2058.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2889741,2059.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2872084,2060.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2855374,2061.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2838852,2062.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2822044,2063.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2804647,2064.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2788328,2065.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2773031,2066.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2756724,2067.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2740038,2068.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2725242,2069.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2711113,2070.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2695640,2071.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2679440,2072.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2663160,2073.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2645230,2074.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2627380,2075.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2607894,2076.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2587601,2077.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2568198,2078.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2550264,2079.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2532841,2080.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2517123,2081.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2501825,2082.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2487055,2083.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2472593,2084.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2460543,2085.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2450049,2086.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2440114,2087.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2431525,2088.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2420147,2089.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2409991,2090.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2400490,2091.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2391455,2092.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2382288,2093.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2372707,2094.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2362701,2095.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2352280,2096.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2341452,2097.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2330166,2098.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2318391,2099.0
Ingen nettoinnvandring (MME),Mellom 20 og 66,2306087,2100.0
Ingen flytting (MM0),Mellom 20 og 66,3319573,2022.0
Ingen flytting (MM0),Mellom 20 og 66,3318021,2023.0
Ingen flytting (MM0),Mellom 20 og 66,3316147,2024.0
Ingen flytting (MM0),Mellom 20 og 66,3315309,2025.0
Ingen flytting (MM0),Mellom 20 og 66,3312904,2026.0
Ingen flytting (MM0),Mellom 20 og 66,3311569,2027.0
Ingen flytting (MM0),Mellom 20 og 66,3309940,2028.0
Ingen flytting (MM0),Mellom 20 og 66,3309376,2029.0
Ingen flytting (MM0),Mellom 20 og 66,3308583,2030.0
Ingen flytting (MM0),Mellom 20 og 66,3305197,2031.0
Ingen flytting (MM0),Mellom 20 og 66,3297348,2032.0
Ingen flytting (MM0),Mellom 20 og 66,3287736,2033.0
Ingen flytting (MM0),Mellom 20 og 66,3275164,2034.0
Ingen flytting (MM0),Mellom 20 og 66,3261837,2035.0
Ingen flytting (MM0),Mellom 20 og 66,3246258,2036.0
Ingen flytting (MM0),Mellom 20 og 66,3229905,2037.0
Ingen flytting (MM0),Mellom 20 og 66,3212406,2038.0
Ingen flytting (MM0),Mellom 20 og 66,3192375,2039.0
Ingen flytting (MM0),Mellom 20 og 66,3171688,2040.0
Ingen flytting (MM0),Mellom 20 og 66,3151485,2041.0
Ingen flytting (MM0),Mellom 20 og 66,3134139,2042.0
Ingen flytting (MM0),Mellom 20 og 66,3117664,2043.0
Ingen flytting (MM0),Mellom 20 og 66,3102174,2044.0
Ingen flytting (MM0),Mellom 20 og 66,3087128,2045.0
Ingen flytting (MM0),Mellom 20 og 66,3070074,2046.0
Ingen flytting (MM0),Mellom 20 og 66,3052549,2047.0
Ingen flytting (MM0),Mellom 20 og 66,3033838,2048.0
Ingen flytting (MM0),Mellom 20 og 66,3015806,2049.0
Ingen flytting (MM0),Mellom 20 og 66,2996168,2050.0
Ingen flytting (MM0),Mellom 20 og 66,2976830,2051.0
Ingen flytting (MM0),Mellom 20 og 66,2957136,2052.0
Ingen flytting (MM0),Mellom 20 og 66,2936466,2053.0
Ingen flytting (MM0),Mellom 20 og 66,2914724,2054.0
Ingen flytting (MM0),Mellom 20 og 66,2892928,2055.0
Ingen flytting (MM0),Mellom 20 og 66,2868827,2056.0
Ingen flytting (MM0),Mellom 20 og 66,2844714,2057.0
Ingen flytting (MM0),Mellom 20 og 66,2819631,2058.0
Ingen flytting (MM0),Mellom 20 og 66,2795687,2059.0
Ingen flytting (MM0),Mellom 20 og 66,2773017,2060.0
Ingen flytting (MM0),Mellom 20 og 66,2751961,2061.0
Ingen flytting (MM0),Mellom 20 og 66,2731815,2062.0
Ingen flytting (MM0),Mellom 20 og 66,2711861,2063.0
Ingen flytting (MM0),Mellom 20 og 66,2691880,2064.0
Ingen flytting (MM0),Mellom 20 og 66,2673766,2065.0
Ingen flytting (MM0),Mellom 20 og 66,2657206,2066.0
Ingen flytting (MM0),Mellom 20 og 66,2639905,2067.0
Ingen flytting (MM0),Mellom 20 og 66,2622296,2068.0
Ingen flytting (MM0),Mellom 20 og 66,2606944,2069.0
Ingen flytting (MM0),Mellom 20 og 66,2592364,2070.0
Ingen flytting (MM0),Mellom 20 og 66,2576213,2071.0
Ingen flytting (MM0),Mellom 20 og 66,2559221,2072.0
Ingen flytting (MM0),Mellom 20 og 66,2542018,2073.0
Ingen flytting (MM0),Mellom 20 og 66,2522850,2074.0
Ingen flytting (MM0),Mellom 20 og 66,2503630,2075.0
Ingen flytting (MM0),Mellom 20 og 66,2482366,2076.0
Ingen flytting (MM0),Mellom 20 og 66,2460031,2077.0
Ingen flytting (MM0),Mellom 20 og 66,2438492,2078.0
Ingen flytting (MM0),Mellom 20 og 66,2418494,2079.0
Ingen flytting (MM0),Mellom 20 og 66,2398911,2080.0
Ingen flytting (MM0),Mellom 20 og 66,2381056,2081.0
Ingen flytting (MM0),Mellom 20 og 66,2363431,2082.0
Ingen flytting (MM0),Mellom 20 og 66,2346109,2083.0
Ingen flytting (MM0),Mellom 20 og 66,2328883,2084.0
Ingen flytting (MM0),Mellom 20 og 66,2314135,2085.0
Ingen flytting (MM0),Mellom 20 og 66,2301100,2086.0
Ingen flytting (MM0),Mellom 20 og 66,2288764,2087.0
Ingen flytting (MM0),Mellom 20 og 66,2278221,2088.0
Ingen flytting (MM0),Mellom 20 og 66,2264904,2089.0
Ingen flytting (MM0),Mellom 20 og 66,2253302,2090.0
Ingen flytting (MM0),Mellom 20 og 66,2242471,2091.0
Ingen flytting (MM0),Mellom 20 og 66,2232443,2092.0
Ingen flytting (MM0),Mellom 20 og 66,2222512,2093.0
Ingen flytting (MM0),Mellom 20 og 66,2212392,2094.0
Ingen flytting (MM0),Mellom 20 og 66,2202088,2095.0
Ingen flytting (MM0),Mellom 20 og 66,2191621,2096.0
Ingen flytting (MM0),Mellom 20 og 66,2180933,2097.0
Ingen flytting (MM0),Mellom 20 og 66,2169923,2098.0
Ingen flytting (MM0),Mellom 20 og 66,2158558,2099.0
Ingen flytting (MM0),Mellom 20 og 66,2146732,2100.0
Konstant levealder (MKM),Mellom 20 og 66,3319573,2022.0
Konstant levealder (MKM),Mellom 20 og 66,3345340,2023.0
Konstant levealder (MKM),Mellom 20 og 66,3361211,2024.0
Konstant levealder (MKM),Mellom 20 og 66,3369137,2025.0
Konstant levealder (MKM),Mellom 20 og 66,3376241,2026.0
Konstant levealder (MKM),Mellom 20 og 66,3384980,2027.0
Konstant levealder (MKM),Mellom 20 og 66,3393686,2028.0
Konstant levealder (MKM),Mellom 20 og 66,3403744,2029.0
Konstant levealder (MKM),Mellom 20 og 66,3413749,2030.0
Konstant levealder (MKM),Mellom 20 og 66,3421078,2031.0
Konstant levealder (MKM),Mellom 20 og 66,3423897,2032.0
Konstant levealder (MKM),Mellom 20 og 66,3425016,2033.0
Konstant levealder (MKM),Mellom 20 og 66,3423264,2034.0
Konstant levealder (MKM),Mellom 20 og 66,3420706,2035.0
Konstant levealder (MKM),Mellom 20 og 66,3415812,2036.0
Konstant levealder (MKM),Mellom 20 og 66,3410060,2037.0
Konstant levealder (MKM),Mellom 20 og 66,3403216,2038.0
Konstant levealder (MKM),Mellom 20 og 66,3393959,2039.0
Konstant levealder (MKM),Mellom 20 og 66,3384275,2040.0
Konstant levealder (MKM),Mellom 20 og 66,3375394,2041.0
Konstant levealder (MKM),Mellom 20 og 66,3369860,2042.0
Konstant levealder (MKM),Mellom 20 og 66,3365393,2043.0
Konstant levealder (MKM),Mellom 20 og 66,3362486,2044.0
Konstant levealder (MKM),Mellom 20 og 66,3360943,2045.0
Konstant levealder (MKM),Mellom 20 og 66,3358084,2046.0
Konstant levealder (MKM),Mellom 20 og 66,3355273,2047.0
Konstant levealder (MKM),Mellom 20 og 66,3351933,2048.0
Konstant levealder (MKM),Mellom 20 og 66,3349551,2049.0
Konstant levealder (MKM),Mellom 20 og 66,3346069,2050.0
Konstant levealder (MKM),Mellom 20 og 66,3343274,2051.0
Konstant levealder (MKM),Mellom 20 og 66,3340364,2052.0
Konstant levealder (MKM),Mellom 20 og 66,3336924,2053.0
Konstant levealder (MKM),Mellom 20 og 66,3332657,2054.0
Konstant levealder (MKM),Mellom 20 og 66,3328058,2055.0
Konstant levealder (MKM),Mellom 20 og 66,3321156,2056.0
Konstant levealder (MKM),Mellom 20 og 66,3313926,2057.0
Konstant levealder (MKM),Mellom 20 og 66,3305335,2058.0
Konstant levealder (MKM),Mellom 20 og 66,3297178,2059.0
Konstant levealder (MKM),Mellom 20 og 66,3289634,2060.0
Konstant levealder (MKM),Mellom 20 og 66,3282727,2061.0
